id,desc,lat,lng,modes,extra,equiv
OWRD:10392500,SILVIES R NR SILVIES,43.922727,-118.958162,,,,,862.2432;Ree7c2f717006e241,Silvies River O5 L4 Drainage:1152km2 AvgFlow:120cfs AvgPrecip:381mm AvgTemp:6C
OWRD:10393500,SILVIES R NR BURNS OR,43.715937,-119.176855,,,,,40.0831;Rba49fca4d38ec141,Silvies River O6 L4 Drainage:2371km2 AvgFlow:227cfs AvgPrecip:344mm AvgTemp:6C
OWRD:10396000,DONNER UND BLITZEN R NR FRENCHGLEN OR,42.79099436,-118.86741849,,,USGS:10396000,,15.1734;Rf628049b890eee41,Donner und Blitzen River O4 L4 Drainage:534km2 AvgFlow:141cfs AvgPrecip:352mm AvgTemp:8C
OWRD:10403400,SILVER CR BL NICOLL CR NR RILEY,43.672488,-119.671029,,,,,23.0481;R7f6accbe2962d441,Silver Creek O5 L4 Drainage:691km2 AvgFlow:47cfs AvgPrecip:287mm AvgTemp:7C
OWRD:10406500,TROUT CR NR DENIO NV,42.1558342,-118.45388794,,,,,640.8115;R508dfb10046eed41,Trout Creek O3 L4 Drainage:210km2 AvgFlow:25cfs AvgPrecip:237mm AvgTemp:9C
OWRD:11338500,DREWS RES NR LAKEVIEW OR,42.12083054,-120.61638641,,,,,563.8032;R3d0acfea9c2fef41,Drews Creek O4 L5 Drainage:533km2 AvgFlow:78cfs AvgPrecip:350mm AvgTemp:7C
OWRD:11339995,COTTONWOOD CR AB COTTONWOOD RES NR LAKEVIEW OR,42.272314,-120.531228,,,,,578.6337;R643bef63b8c0c041,Cottonwood Creek O3 L5 Drainage:72km2 AvgFlow:19cfs AvgPrecip:403mm AvgTemp:7C
OWRD:11340000,COTTONWOOD RES NR LAKEVIEW OR,42.242833,-120.509287,,,,,745.754;R85eb9193244eed41,Cottonwood Creek O3 L5 Drainage:79km2 AvgFlow:19cfs AvgPrecip:401mm AvgTemp:7C
OWRD:11340695,COTTONWOOD CR BL N DREWS CN NR LAKEVIEW OR,42.177475,-120.477681,,,,,12.7104;R4260e543b1eaa741,Cottonwood Creek O3 L5 Drainage:95km2 AvgFlow:22cfs AvgPrecip:316mm AvgTemp:7C
OWRD:11484200,LOST R AT BONANZA,42.196629,-121.400934,,,,,491.2328;R83c056cfb85eed41,Lost River O5 L2 Drainage:3146km2 AvgFlow:144cfs AvgPrecip:373mm AvgTemp:8C
OWRD:11484200A,BONANZA BIG SPRINGS PARK (GW-SW),42.196629,-121.400934,,,,,491.2328;R83c056cfb85eed41,Lost River O5 L2 Drainage:3146km2 AvgFlow:144cfs AvgPrecip:373mm AvgTemp:8C
OWRD:11484200B,BONANZA SPRING WELL,42.196629,-121.400934,,,,,491.2328;R83c056cfb85eed41,Lost River O5 L2 Drainage:3146km2 AvgFlow:144cfs AvgPrecip:373mm AvgTemp:8C
OWRD:11491400,WILLIAMSON R BL SHEEP CR NR LENZ OR,42.910953,-121.475549,,,,,97.2717;R8716d94c72c5c541,Williamson River O3 L1 Drainage:490km2 AvgFlow:105cfs AvgPrecip:542mm AvgTemp:7C
OWRD:11492100,WILLIAMSON R AT MILITARY CROSSING NR LENZ OR,42.950342,-121.666509,,,,,714.8267;R3f354ab6a4d8e941,Williamson River O5 L1 Drainage:1318km2 AvgFlow:302cfs AvgPrecip:675mm AvgTemp:6C
OWRD:11492200,CRATER LAKE NR CRATER LAKE OR,42.98096452,-122.0794697,,,,,,
OWRD:11493500,WILLIAMSON R NR KLAMATH AGENCY OR,42.73985919,-121.83418209,,,USGS:11493500,,5.6139;R6f12ab6598ece441,Williamson River O5 L1 Drainage:2568km2 AvgFlow:687cfs AvgPrecip:686mm AvgTemp:7C
OWRD:11494000,WILLIAMSON R AB SPRING CR NR KLAMATH AGENCY OR,42.656147,-121.851022,,,,,832.0381;Rdf4fed02e643b841,Williamson River O5 L1 Drainage:2591km2 AvgFlow:690cfs AvgPrecip:516mm AvgTemp:7C
OWRD:11494100,LARKIN CR NR CHILOQUIN,42.651641,-121.859194,,,,,9.8541;Rae47ad785331e441,Larkin Creek O1 L2 Drainage:20km2 AvgFlow:4cfs AvgPrecip:523mm AvgTemp:7C
OWRD:11494200,SPRING CR NR CHILOQUIN,42.643814,-121.880167,,,,,32.6186;Rbe9f1a91a51fa441,Spring Creek O1 L2 Drainage:67km2 AvgFlow:21cfs AvgPrecip:623mm AvgTemp:7C
OWRD:11494510,WILLIAMSON R AB SPRAGUE R NR CHILOQUIN OR,42.576503,-121.866482,,,,,810.3384;R60e5ccf38386e741,Williamson River O6 L1 Drainage:6861km2 AvgFlow:1107cfs AvgPrecip:479mm AvgTemp:7C
OWRD:11494950,S FK SPRAGUE R AT SPRAGUE R PARK NR BLY,42.373469,-120.969417,,,,,983.5525;R23db797706a5d241, O1 L3 Drainage:7km2 AvgFlow:0cfs AvgPrecip:408mm AvgTemp:8C
OWRD:11495600,S FK SPRAGUE R BL FISHHOLE CR NR BLY,42.419947,-121.056447,,,,,946.2064;R7368e9f19540df41,South Fork Sprague River O5 L2 Drainage:628km2 AvgFlow:84cfs AvgPrecip:369mm AvgTemp:8C
OWRD:11495900,N FK SPRAGUE R AB SRIC CN NR BLY OR,42.49652778,-121.006925,,,,,435.9127;R85eb1d29ea37ed41,North Fork Sprague River O4 L3 Drainage:193km2 AvgFlow:60cfs AvgPrecip:446mm AvgTemp:7C
OWRD:11495950,SPRAGUE R IRRIG CO CN AT HEADGATE NR BLY,42.497895,-121.012073,,,,,53.1334;R6de7df1b2ae4ed41,North Fork Sprague River O4 L3 Drainage:187km2 AvgFlow:60cfs AvgPrecip:455mm AvgTemp:7C
OWRD:11497100,FIVEMILE CR NR BEATTY OR,42.46825,-121.111917,,,,,634.6168;Rf853df5a6c4fe341,Fivemile Creek O3 L4 Drainage:162km2 AvgFlow:20cfs AvgPrecip:380mm AvgTemp:8C
OWRD:11497500,SPRAGUE R NR BEATTY OR,42.447585,-121.238488,,,,,983.9302;R04569e5616d8d941,Sprague River O5 L2 Drainage:1361km2 AvgFlow:181cfs AvgPrecip:400mm AvgTemp:8C
OWRD:11497550,SPRAGUE R BL BROWN CR NR BEATTY,42.459786,-121.271283,,,,,835.0718;R6de74b190d91c041,Sprague River O5 L2 Drainage:1473km2 AvgFlow:312cfs AvgPrecip:376mm AvgTemp:8C
OWRD:11499100,SYCAN R BL SNAKE CR NR BEATTY OR,42.48666763,-121.27833557,,,,,92.794;R7593b830a916dd41,Sycan River O5 L3 Drainage:1446km2 AvgFlow:160cfs AvgPrecip:380mm AvgTemp:8C
OWRD:11500500,SPRAGUE R AT LONE PINE,42.55183,-121.61967,,,,,59.1886;Rd122d32a4eb3ef41,Sprague River O6 L2 Drainage:3747km2 AvgFlow:516cfs AvgPrecip:520mm AvgTemp:7C
OWRD:11501000,SPRAGUE R NR CHILOQUIN OR,42.58402237,-121.84862912,,,USGS:11501000,,0;Rba49d08123d8eb41,Sprague River O6 L2 Drainage:4121km2 AvgFlow:634cfs AvgPrecip:549mm AvgTemp:7C
OWRD:11502500,WILLIAMSON R BL SPRAGUE R NR CHILOQUIN OR,42.564409,-121.879804,,,USGS:11502500,,993.8249;Rfed4fc77dd16e441,Williamson River O5 L1 Drainage:2682km2 AvgFlow:705cfs AvgPrecip:485mm AvgTemp:7C
OWRD:11502550,WILLIAMSON R AT MODOC PT RD NR CHILOQUIN OR,42.514383,-121.916753,,,,,7.0553;Rf853eb3c5a10d541,Williamson River O6 L1 Drainage:6900km2 AvgFlow:1079cfs AvgPrecip:506mm AvgTemp:7C
OWRD:11502940,WOOD R AT DIXON RD NR FORT KLAMATH OR,42.732203,-121.988523,,,,,18.6802;R0ad7ab8f7699d241,Wood River O2 L2 Drainage:21km2 AvgFlow:9cfs AvgPrecip:707mm AvgTemp:7C
OWRD:11502950,SUN CR AT RANGER STA NR FORT KLAMATH OR,42.766077,-122.01924,,,,,592.763;Re3a59ba795e6b441,Sun Creek O2 L4 Drainage:47km2 AvgFlow:41cfs AvgPrecip:639mm AvgTemp:7C
OWRD:11503000,ANNIE SPRING NR CRATER LAKE OR,42.87151721,-122.16891719,,,USGS:11503000,,,
OWRD:11504040,FORT CR NR FORT KLAMATH OR,42.675,-121.978786,,,,,338.9165;Rd7a370e872c7e541,Wood River O3 L2 Drainage:227km2 AvgFlow:161cfs AvgPrecip:519mm AvgTemp:7C
OWRD:11504103,WOOD R AB CROOKED CR NR KLAMATH AGENCY OR,42.598858,-121.946243,,,,,88.186;Rd7a370a65611e341,Wood River O3 L2 Drainage:251km2 AvgFlow:164cfs AvgPrecip:541mm AvgTemp:7C
OWRD:11504109,CROOKED CR NR KLAMATH AGENCY OR,42.602787,-121.940683,,,,,38.239;R39b4f03f0792ea41,Crooked Creek O2 L3 Drainage:16km2 AvgFlow:3cfs AvgPrecip:504mm AvgTemp:7C
OWRD:11504115,WOOD RIVER NR KLAMATH AGENCY OR,42.581556,-121.941703,,,USGS:11504115,,666.7768;Rc1ca05b4008fea41, O3 L2 Drainage:290km2 AvgFlow:168cfs AvgPrecip:481mm AvgTemp:7C
OWRD:11505800,UPPER KLAMATH LAKE AT ROCKY POINT OR,42.47874698,-122.08696875,,,,,994.037;R52b8067bd6c2d141,Fourmile Creek O4 L3 Drainage:283km2 AvgFlow:226cfs AvgPrecip:871mm AvgTemp:7C
OWRD:11505900,UPPER KLAMATH LAKE AT RATTLESNAKE POINT OR,42.34847334,-121.82861883,,,,,,
OWRD:11507000,UPPER KLAMATH LAKE NR KLAMATH FALLS OR,42.24986604,-121.81750771,,,,,968.8234;Re3a5eb1592d2ef41, O1 L2 Drainage:1km2 AvgFlow:0cfs AvgPrecip:373mm AvgTemp:8C
OWRD:11507001,UPPER KLAMATH LAKE DAILY WEIGHTED MEAN ELEVATIONS,42.24986604,-121.81750771,,,,,968.8234;Re3a5eb1592d2ef41, O1 L2 Drainage:1km2 AvgFlow:0cfs AvgPrecip:373mm AvgTemp:8C
OWRD:11507500,LINK R AT KLAMATH FALLS OR,42.22347674,-121.79528183,,,USGS:11507500,,109.5601;Rb07208c885f1b441,Link River O6 L1 Drainage:8873km2 AvgFlow:1753cfs AvgPrecip:372mm AvgTemp:8C
OWRD:11509340,KLAMATH STRAITS DRAIN NEAR WORDEN,42.08,-121.843611,,,USGS:11509340,,,
OWRD:11509500,KLAMATH R AT KENO OR,42.13320125,-121.96167616,,,USGS:11509500,,18.3125;R0e2ddaea4390e041,Klamath River O6 L1 Drainage:13457km2 AvgFlow:1457cfs AvgPrecip:527mm AvgTemp:8C
OWRD:11510000,SPENCER CR NR KENO OR,42.15639114,-122.02722931,,,,,4.3297;R736891f2e9ccd141,Spencer Creek O3 L2 Drainage:219km2 AvgFlow:123cfs AvgPrecip:491mm AvgTemp:8C
OWRD:11510700,KLAMATH R BL JOHN CR BOYLE PP NR KENO OR,42.0845861,-122.07306823,,,USGS:11510700,,937.6432;R6210806197e0dc41,Klamath River O6 L1 Drainage:13834km2 AvgFlow:1566cfs AvgPrecip:571mm AvgTemp:8C
OWRD:11516530,KLAMATH R BL IRON GATE DAM CA,41.9279217,-122.44530081,,,USGS:11516530,,549.9743;R5a64cf5eb77bea41,Klamath River O6 L1 Drainage:15135km2 AvgFlow:1768cfs AvgPrecip:434mm AvgTemp:11C
OWRD:13181000,OWYHEE R NR ROME OR,42.86626488,-117.6487637,,,USGS:13181000,,733.8099;Ra69b881d8d87ec41,Owyhee River O7 L3 Drainage:16159km2 AvgFlow:742cfs AvgPrecip:221mm AvgTemp:10C
OWRD:13183000,OWYHEE R BL OWYHEE DAM OR,43.65460518,-117.25516577,,,USGS:13183000,,609.5946;R5ebae15c66acd741,Owyhee River O7 L3 Drainage:26452km2 AvgFlow:568cfs AvgPrecip:251mm AvgTemp:10C
OWRD:13213100,SNAKE R AT NYSSA OR,43.87654769,-116.98598399,,,USGS:13213100,,179.8278;Re3a5833be548e341,Snake River O8 L2 Drainage:119061km2 AvgFlow:6971cfs AvgPrecip:267mm AvgTemp:11C
OWRD:13214000,MALHEUR R NR DREWSEY OR,43.784375,-118.33135,,,,,996.6136;R4a0c2239cf3acf41,Malheur River O5 L3 Drainage:2040km2 AvgFlow:265cfs AvgPrecip:260mm AvgTemp:8C
OWRD:13214500,WARMSPRINGS RES NR RIVERSIDE OR,43.59305573,-118.20944214,,,,,889.4111;R1058414b771ddc41,Malheur River O5 L3 Drainage:2790km2 AvgFlow:226cfs AvgPrecip:240mm AvgTemp:9C
OWRD:13215000,MALHEUR R BL WARMSPRINGS RES NR RIVERSIDE OR,43.57460361,-118.20963548,,,USGS:13215000,,39.0727;R1058414b771ddc41,Malheur River O5 L3 Drainage:2790km2 AvgFlow:226cfs AvgPrecip:240mm AvgTemp:9C
OWRD:13216500,N FK MALHEUR R AB BEULAH RES NR BEULAH OR,43.948797,-118.172772,,,,,575.8429;Rfa7e2ada87dfef41,North Fork Malheur River O5 L4 Drainage:889km2 AvgFlow:137cfs AvgPrecip:299mm AvgTemp:9C
OWRD:13217500,N FK MALHEUR AT BEULAH OR,43.90766017,-118.15324868,,,USGS:13217500,,804.471;Rb81e1ddffd79ea41, O1 L5 Drainage:3km2 AvgFlow:0cfs AvgPrecip:298mm AvgTemp:9C
OWRD:13230000,MALHEUR RES NR MALHEUR OR,44.353972,-117.671275,,,,,871.655;R60e5d4026e83e141, 
OWRD:13233300,MALHEUR R BL NEVADA DAM NR VALE OR,43.98821824,-117.21823197,,,USGS:13233300,,929.6591;R6de7234d2397db41,Malheur River O6 L3 Drainage:10027km2 AvgFlow:330cfs AvgPrecip:263mm AvgTemp:10C
OWRD:13269300,N FK BURNT R NR WHITNEY OR,44.60055542,-118.25694275,,,,,967.4989;R1b2fc9c7a307e041,Petticoat Creek O2 L4 Drainage:3km2 AvgFlow:1cfs AvgPrecip:530mm AvgTemp:6C
OWRD:13272500,UNITY RES NR UNITY OR,44.50349581,-118.18132209,,,,,963.3213;R0681c997f6d3e941,Burnt River O5 L3 Drainage:808km2 AvgFlow:95cfs AvgPrecip:292mm AvgTemp:7C
OWRD:13273000,BURNT R NR HEREFORD OR,44.503681,-118.177522,,,,,677.1827;R0681c997f6d3e941,Burnt River O5 L3 Drainage:808km2 AvgFlow:95cfs AvgPrecip:292mm AvgTemp:7C
OWRD:13274020,BURNT R AB CLARKS CR NR BRIDGEPORT OR,44.50361252,-117.72833252,,,,,983.6054;Ra69b685c9db3e641,Burnt River O5 L3 Drainage:1622km2 AvgFlow:162cfs AvgPrecip:319mm AvgTemp:7C
OWRD:13274400,BURNT R AB BANKS DIV NR DURKEE OR,44.57527542,-117.53416443,,,,,768.0715;R1283fc7a19d1ed41,Burnt River O5 L3 Drainage:1809km2 AvgFlow:173cfs AvgPrecip:331mm AvgTemp:8C
OWRD:13275000,BURNT R AT HUNTINGTON OR,44.35527802,-117.27139282,,,,,776.7633;R46b6132d96a5d741,Burnt River O5 L3 Drainage:2808km2 AvgFlow:223cfs AvgPrecip:353mm AvgTemp:10C
OWRD:13275105,POWDER R AT HUDSPETH LANE NR SUMPTER OR,44.684697,-118.092344,,,,,403.9976;R77be9faa0128e841,Powder River O4 L3 Drainage:248km2 AvgFlow:65cfs AvgPrecip:402mm AvgTemp:6C
OWRD:13275180,DEER CR AT DEER CR CAMPGROUND NR MCEWEN,44.746864,-118.106132,,,,,622.9868;R68914d4e8caaca41,Deer Creek O3 L4 Drainage:59km2 AvgFlow:19cfs AvgPrecip:491mm AvgTemp:6C
OWRD:13275200,DEER CR AB PHILLIPS LAKE NR SUMPTER OR,44.691928,-118.064156,,,,,27.839;Ree7c37f42d44e641,Deer Creek O3 L4 Drainage:76km2 AvgFlow:22cfs AvgPrecip:436mm AvgTemp:6C
OWRD:13275300,POWDER R NR SUMPTER OR,44.67225,-117.995206,,,,,546.1494;Rc976ce577996c241,Powder River O5 L3 Drainage:413km2 AvgFlow:101cfs AvgPrecip:439mm AvgTemp:6C
OWRD:13277000,POWDER R AT BAKER CITY OR,44.768403,-117.831831,,,,,709.2395;Ra01a2759ea45e441,Powder River O5 L3 Drainage:728km2 AvgFlow:142cfs AvgPrecip:319mm AvgTemp:7C
OWRD:13281200,ROCK CR NR HAINES OR,44.910045,-118.056328,,,,,653.2251;R08ac94ed282ddc41,Rock Creek O3 L4 Drainage:54km2 AvgFlow:25cfs AvgPrecip:592mm AvgTemp:6C
OWRD:13282550,N POWDER R BL ANTHONY FK NR N POWDER OR,45.012919,-118.053417,,,,,926.8777;Rf0a74a13250ae041, 
OWRD:13284900,POWDER R AB THIEF VALLEY RES NR N POWDER OR,45.05685,-117.842017,,,,,891.9396;R46b64bdc402ed541,Powder River O5 L3 Drainage:2186km2 AvgFlow:270cfs AvgPrecip:436mm AvgTemp:8C
OWRD:13285500,POWDER R BL THIEF VALLEY RES NR N POWDER OR,45.0054,-117.781628,,,,,808.5247;R2731d0ee97dbed41,Powder River O5 L3 Drainage:2318km2 AvgFlow:282cfs AvgPrecip:467mm AvgTemp:8C
OWRD:13290450,SNAKE R AT HELLS CAN DAM ID-OR STATE LINE OR,45.25126902,-116.69931167,,,USGS:13290450,,698.4112;R60e5d0897d63a041,Snake River O8 L2 Drainage:155172km2 AvgFlow:21155cfs AvgPrecip:470mm AvgTemp:10C
OWRD:13290460,SNAKE R AT JOHNSON BAR ID-OR STATE LINE WA,45.46389008,-116.55555725,,,,,426.3774;R1b2fedc112d3de41,Snake River O8 L2 Drainage:155688km2 AvgFlow:21500cfs AvgPrecip:419mm AvgTemp:11C
OWRD:13317850,GRANDE RONDE R BL CLEAR CR NR STARKEY OR,45.071528,-118.316847,,,,,7.8704;Re926719312b2a241,Grande Ronde River O3 L4 Drainage:105km2 AvgFlow:46cfs AvgPrecip:679mm AvgTemp:5C
OWRD:13318060,MEADOW CR AB BEAR CR NR STARKEY OR,45.268544,-118.526231,,,,,889.9471;Rfca971fa88d09741,Meadow Creek O3 L5 Drainage:122km2 AvgFlow:33cfs AvgPrecip:568mm AvgTemp:6C
OWRD:13318210,MEADOW CR BL DARK CANYON CR NR STARKEY OR,45.266642,-118.381283,,,,,250.0824;R448be41254b4dc41,Meadow Creek O4 L5 Drainage:420km2 AvgFlow:86cfs AvgPrecip:495mm AvgTemp:7C
OWRD:13318920,FIVE POINTS CR AT HILGARD OR,45.351944,-118.229817,,,,,63.8867;Rf0a7a69f1b17eb41,Five Points Creek O4 L5 Drainage:188km2 AvgFlow:63cfs AvgPrecip:529mm AvgTemp:8C
OWRD:13318960,GRANDE RONDE R NR PERRY OR,45.353994,-118.190797,,,,,437.8686;R0681a54401dee241,Grande Ronde River O5 L4 Drainage:1736km2 AvgFlow:414cfs AvgPrecip:539mm AvgTemp:8C
OWRD:13319900,N FK CATHERINE CR NR MEDICAL SPRINGS OR,45.124822,-117.638283,,,,,907.0586;R9318ac01143bd041,Catherine Creek O4 L4 Drainage:153km2 AvgFlow:101cfs AvgPrecip:777mm AvgTemp:7C
OWRD:13320000,CATHERINE CR NR UNION OR,45.155539,-117.776044,,,,,38.6849;R60e57ccedb6fef41,Catherine Creek O4 L4 Drainage:287km2 AvgFlow:128cfs AvgPrecip:641mm AvgTemp:8C
OWRD:13320300,CATHERINE CR AT UNION OR,45.211914,-117.875675,,,,,22.2111;R54e3451f2290dd41,Catherine Creek O4 L4 Drainage:289km2 AvgFlow:128cfs AvgPrecip:377mm AvgTemp:9C
OWRD:13321150,CATHERINE CR NR HOT LAKE,45.2537,-117.9266,,,,,916.1842;R7593d000ca0fdf41,Catherine Creek O4 L4 Drainage:471km2 AvgFlow:176cfs AvgPrecip:465mm AvgTemp:8C
OWRD:13322150,GRANDE RONDE R AB ELMER RESERVOIR 4 NR COVE,45.368,-117.8617,,,,,5.2337;Re9269dcbea7ce141,Grande Ronde River O5 L3 Drainage:941km2 AvgFlow:246cfs AvgPrecip:441mm AvgTemp:9C
OWRD:13325500,WALLOWA R AB WALLOWA LAKE NR JOSEPH OR,45.274927,-117.211461,,,,,793.7871;R73682dbb079fe541,Wallowa River O3 L4 Drainage:114km2 AvgFlow:94cfs AvgPrecip:618mm AvgTemp:5C
OWRD:13326000,WALLOWA LAKE NR JOSEPH OR,45.33610916,-117.22194672,,,,,831.7529;Ree7c9f65e7bdbb41,Wallowa River O3 L4 Drainage:133km2 AvgFlow:122cfs AvgPrecip:479mm AvgTemp:6C
OWRD:13329100,WALLOWA R AT ENTERPRISE,45.418323,-117.28389,,,,,926.3246;Rdbf982fe2a3fe341,Wallowa River O3 L4 Drainage:175km2 AvgFlow:133cfs AvgPrecip:367mm AvgTemp:6C
OWRD:13329765,WALLOWA R NR ENTERPRISE,45.475087,-117.387464,,,,,603.2709;R54e31d6dd928d141,Wallowa River O4 L4 Drainage:593km2 AvgFlow:229cfs AvgPrecip:393mm AvgTemp:7C
OWRD:13330000,LOSTINE R NR LOSTINE OR,45.439114,-117.426592,,,,,234.6403;Re17a74dd9667e041,Lostine River O3 L5 Drainage:195km2 AvgFlow:198cfs AvgPrecip:456mm AvgTemp:6C
OWRD:13330050,LOSTINE R AT CAUDLE LANE AT LOSTINE OR,45.489692,-117.436617,,,,,491.904;Rc74b378c64a88141,Lostine River O3 L5 Drainage:212km2 AvgFlow:199cfs AvgPrecip:456mm AvgTemp:7C
OWRD:13330300,LOSTINE R AT BAKER RD NR LOSTINE OR,45.537875,-117.480022,,,,,30.4615;R8d97fa001b52e741,Lostine River O3 L5 Drainage:235km2 AvgFlow:199cfs AvgPrecip:448mm AvgTemp:7C
OWRD:13330500,BEAR CR NR WALLOWA OR,45.526822,-117.5523,,,,,2.38;R713d5a4b4486d241,Bear Creek O3 L5 Drainage:176km2 AvgFlow:123cfs AvgPrecip:528mm AvgTemp:7C
OWRD:13331450,WALLOWA R BL WATER CAN NR WALLOWA OR,45.60875,-117.616122,,,,,73.6181;Rf6284cd087b4e341,Wallowa River O4 L4 Drainage:1487km2 AvgFlow:614cfs AvgPrecip:510mm AvgTemp:7C
OWRD:13331500,MINAM R NR MINAM OR,45.61958739,-117.72436871,,,USGS:13331500,,0.4247;R7368112362e4ce41,Minam River O4 L5 Drainage:619km2 AvgFlow:462cfs AvgPrecip:555mm AvgTemp:8C
OWRD:13333000,GRANDE RONDE R AT TROY OR,45.94598221,-117.4490679,,,USGS:13333000,,179.0052;R7b14f6bd2ae8de41,Grande Ronde River O6 L3 Drainage:7627km2 AvgFlow:2582cfs AvgPrecip:541mm AvgTemp:10C
OWRD:14010000,S FK WALLA WALLA R NR MILTON OR,45.829925,-118.170003,,,,,804.0745;Rfa7ea26d4c68de41,South Fork Walla Walla River O3 L2 Drainage:169km2 AvgFlow:190cfs AvgPrecip:894mm AvgTemp:8C
OWRD:14010800,N FK WALLA WALLA R NR MILTON FREEWATER OR,45.885003,-118.201097,,,,,5.0958;R12838cb8020eea41,North Fork Walla Walla River O3 L3 Drainage:116km2 AvgFlow:65cfs AvgPrecip:803mm AvgTemp:9C
OWRD:14012100,LITTLE WALLA WALLA R NR MILTON OR,45.928485,-118.379513,,,,,8.8156;R85eb7116dc19bf41,Little Walla Walla River O4 L3 Drainage:424km2 AvgFlow:0cfs AvgPrecip:432mm AvgTemp:11C
OWRD:14012300,MILTON-FREEWATER HUDSON BAY D NR FREEWATER OR,45.945127,-118.393972,,,,,690.7364;Ra8c623a28585da41,Walla Walla River O4 L2 Drainage:428km2 AvgFlow:243cfs AvgPrecip:417mm AvgTemp:12C
OWRD:14013000,MILL CR NR WALLA WALLA WA,46.00597114,-118.1191168,,,USGS:14013000,,959.4207;Ra69b90b1e80be441,Mill Creek O3 L3 Drainage:162km2 AvgFlow:98cfs AvgPrecip:1128mm AvgTemp:9C
OWRD:14015000,MILL CR AT WALLA WALLA WA,46.07597028,-118.27468526,,,USGS:14015000,,289.305;R0681fd328272e441,Mill Creek O3 L3 Drainage:251km2 AvgFlow:85cfs AvgPrecip:495mm AvgTemp:11C
OWRD:14018500,WALLA WALLA R NR TOUCHET WA,46.04152459,-118.6841495,,,USGS:14018500,,879.1892;R4c372106c615ec41,Walla Walla River O6 L2 Drainage:2324km2 AvgFlow:429cfs AvgPrecip:296mm AvgTemp:12C
OWRD:14019109,COLUMBIA EXCHANGE CN NR HERMISTON OR,45.912217,-119.117615,,,,,,
OWRD:14019110,COLD SPRINGS RESERVOIR EXCHANGE CN NR HERMISTON OR,45.866329,-119.166737,,,,,584.1664;R0ad70b509ae1d541, O4 L2 Drainage:520km2 AvgFlow:0cfs AvgPrecip:242mm AvgTemp:12C
OWRD:14020000,UMATILLA R AB MEACHAM CR NR GIBBON OR,45.71874559,-118.32357126,,,USGS:14020000,,839.8802;Ra69bbcccc98fef41,Umatilla River O4 L2 Drainage:351km2 AvgFlow:239cfs AvgPrecip:753mm AvgTemp:9C
OWRD:14020300,MEACHAM CR AT GIBBON OR,45.68888855,-118.35666656,,,USGS:14020300,,763.1843;Rd7a3c0ce42e8c041,Meacham Creek O4 L3 Drainage:441km2 AvgFlow:209cfs AvgPrecip:756mm AvgTemp:10C
