id,desc,lat,lng,modes,extra,equiv
BRPN:BENO,Deschutes River at Benham Falls OR,43.9303,-121.4108,Q=QD=0;GH=GJ=1;WF=WF=2,,,,572.0858;Rf4fde416751ed741,Deschutes River O5 L2 Drainage:3608km2 AvgFlow:1279cfs AvgPrecip:496mm AvgTemp:7C
BRPN:BEUO,North Fork Malheur River at Beulah,43.9089,-118.1522,Q=QD=0;GH=GJ=1;WF=WF=2,,,,959.3258;R6de703f0ab8dd741,North Fork Malheur River O5 L4 Drainage:1134km2 AvgFlow:141cfs AvgPrecip:302mm AvgTemp:8C
BRPN:BFCI,BLACKFOOT CANAL,43.3208,-112.1719,QC=QJ=0;CH=CJ=1,,,,865.3543;Rec51e8f631cee541,Snake River O7 L2 Drainage:24209km2 AvgFlow:6515cfs AvgPrecip:298mm AvgTemp:7C
BRPN:BFKY,Buffalo Fork above Lava Creek near Moran WY,43.8381,-110.4411,Q=QD=0;GH=GJ=1,,,,102.5516;R8fc2851697a5d841,Buffalo Fork O4 L3 Drainage:848km2 AvgFlow:551cfs AvgPrecip:723mm AvgTemp:2C
BRPN:BFTI,Snake River near Blackfoot ID,43.1253,-112.5183,Q=QD=0;GH=GJ=1;WF=WF=2,,,,987.36;Re3a5571b2916ec41,Snake River O7 L2 Drainage:24923km2 AvgFlow:5292cfs AvgPrecip:268mm AvgTemp:8C
BRPN:BICW,Moxee Drain at Birchfield Road,46.5461,-120.4369,GH=GJ=1,,,,760.723;R9cc4d8c9c2f7ee41, O1 L6 Drainage:37km2 AvgFlow:0cfs AvgPrecip:220mm AvgTemp:11C
BRPN:BIGI,Boise River at Glenwood Bridge,43.6603,-116.2783,Q=QD=0;GH=GJ=1,,,,958.5311;Rdf4f8d08022cc441,Boise River O6 L3 Drainage:7179km2 AvgFlow:1354cfs AvgPrecip:297mm AvgTemp:10C
BRPN:BILI,Billingsly Creek near Haggerman at Hwy 30,42.8353,-114.8939,Q=QD=0;GH=GJ=1,,,,940.0389;R33339b2065ebdd41,Billingsley Creek O2 L3 Drainage:212km2 AvgFlow:2cfs AvgPrecip:263mm AvgTemp:11C
BRPN:BIRO,Birch Creek near Reith OR,45.6514,-118.8775,Q=QD=0;GH=GJ=1;WF=WF=2,,,,105.1366;Rdbf936f0efb7e041,Birch Creek O5 L3 Drainage:735km2 AvgFlow:127cfs AvgPrecip:342mm AvgTemp:11C
BRPN:BJBO,Bear Creek at Jackson St. Bridge Medford OR,42.3317,-122.8694,Q=QD=0;GH=GJ=1;WF=WF=2;WC=WC=3,,,,187.1001;R986e9a1fc540e841,Bear Creek O4 L2 Drainage:748km2 AvgFlow:131cfs AvgPrecip:513mm AvgTemp:12C
BRPN:BKPI,BOELKY PUMP,43.8636,-111.2544,QC=QJ=0,,,,476.3397;R3d0ae7694bc1d941, O1 L5 Drainage:2km2 AvgFlow:0cfs AvgPrecip:464mm AvgTemp:4C
BRPN:BMCI,BUTTE & MARKET LAKE CANAL,43.7458,-112.1028,QC=QJ=0;CH=CJ=1,,,,475.4552;R54e3a982c0e8e941,Snake River O7 L2 Drainage:22822km2 AvgFlow:6059cfs AvgPrecip:271mm AvgTemp:6C
BRPN:BOMI,Boise River near Middleton ID,43.68,-116.57,Q=QD=0;GH=GJ=1,,,,941.9858;Rbc74dbabb127d941,Boise River O6 L3 Drainage:7480km2 AvgFlow:1370cfs AvgPrecip:274mm AvgTemp:11C
BRPN:BON,BONNEVILLE DAM & LAKE ON COLUMBIA R,45.63,-121.95,Q=QD=0,,,,853.4833;R508d878f48c0e041,Tanner Creek O2 L2 Drainage:38km2 AvgFlow:103cfs AvgPrecip:1963mm AvgTemp:11C
BRPN:BOOI,RUDY CANAL,43.6542,-111.7775,QC=QJ=0;CH=CJ=1,,,,527.5901;R83c04a93a3dfbc41, 
BRPN:BPPI,BOB PARKINSON PUMP,43.9194,-111.4594,QC=QJ=0,,,,887.6866;Rba493cd20ecac741,Teton River O5 L4 Drainage:2111km2 AvgFlow:923cfs AvgPrecip:470mm AvgTemp:5C
BRPN:BRFI,South Fork Boise River near Featherville,43.4958,-115.3075,Q=QD=0;GH=GJ=1;WF=WF=2,,,,964.1532;R5eba3111c829da41,South Fork Boise River O5 L4 Drainage:1668km2 AvgFlow:764cfs AvgPrecip:609mm AvgTemp:7C
BRPN:BSCO,Bieberstedt Creek abv Willow Lake nr Butte Falls OR,42.1506,-122.3958,Q=QD=0;GH=GJ=1;WF=WF=2,,,,299.0019;Rbc74c34b16dec941,South Fork Beaver Creek O1 L5 Drainage:3km2 AvgFlow:2cfs AvgPrecip:798mm AvgTemp:8C
BRPN:BSEI,New York Canal Diversion from Boise River,43.5494,-116.1092,QC=QJ=0;CH=CJ=1,,,,929.2637;Rbc7483434e46d541,Boise River O6 L3 Drainage:6980km2 AvgFlow:1836cfs AvgPrecip:372mm AvgTemp:10C
BRPN:BTSI,Boise River near Twin Springs Idaho,43.6586,-115.7272,Q=QD=0;GH=GJ=1;WF=WF=2,,,,804.9849;Ra4704d3b0c38c541,Boise River O5 L3 Drainage:2167km2 AvgFlow:1250cfs AvgPrecip:542mm AvgTemp:9C
BRPN:BUFO,South Fork Big Butte Creek near Butte Falls OR,42.53,-122.55,Q=QD=0;GH=GJ=1;WF=WF=2,,,,757.8274;R91edb43c4c3bd241,South Fork Big Butte Creek O4 L2 Drainage:355km2 AvgFlow:202cfs AvgPrecip:914mm AvgTemp:10C
BRPN:BUL,Bully Creek Dam and Reservoir near Vale OR,44.0306,-117.4125,QC=QJ=0;CH=CJ=1,,,,898.8945;R2db29585d6ffde41,Bully Creek O5 L4 Drainage:1433km2 AvgFlow:64cfs AvgPrecip:281mm AvgTemp:10C
BRPN:BUM,BUMPING RESERVOIR RIVER AND WEATHER STATION,46.8686,-121.2989,Q=QD=0;GH=GJ=1,,,,663.3056;R91edbc4761a8dd41,Bumping River O5 L4 Drainage:176km2 AvgFlow:236cfs AvgPrecip:1305mm AvgTemp:5C
BRPN:BURI,BURGESS CANAL NR RIRIE IDAHO,43.6561,-111.7825,QC=QJ=0;CH=CJ=1,,,,972.789;R83c04a93a3dfbc41, 
BRPN:BUSO,Silvies River near Burns OR,43.7153,-119.1764,Q=QD=0;GH=GJ=1,,,,73.2082;Rba49fca4d38ec141,Silvies River O6 L4 Drainage:2371km2 AvgFlow:227cfs AvgPrecip:344mm AvgTemp:6C
BRPN:CACO,Cascade Canal near Fish Lake,42.4056,-122.2681,QC=QJ=0;CH=CJ=1,,,,873.4074;Rae4795571fa0e841, 
BRPN:CAPO,Crooked River at Prineville OR,44.112,-120.7959,Q=QD=0;GH=GJ=1;WF=WF=2,,,,736.4164;R000078144b5cef41,Crooked River O6 L3 Drainage:6420km2 AvgFlow:331cfs AvgPrecip:261mm AvgTemp:8C
BRPN:CBCI,CORBETT CANAL,43.2533,-112.2717,QC=QJ=0;CH=CJ=1,,,,964.6975;R9a99713d9fdfe641, 
BRPN:CCPI,CANYON CK LATERAL PUMP,43.9033,-111.5381,QC=QJ=0,,,,800.9863;R2b871e6dd913dc41,Teton River O5 L4 Drainage:2149km2 AvgFlow:920cfs AvgPrecip:398mm AvgTemp:5C
BRPN:CCR,Conconully Dam and Reservoir near Conconully WA,48.5381,-119.7472,Q=QD=0,,,,707.5639;Re7fb9929e2a6c141, O4 L4 Drainage:137km2 AvgFlow:30cfs AvgPrecip:424mm AvgTemp:6C
BRPN:CECI,CLARK & EDWARDS CANAL,43.6569,-111.7833,QC=QJ=0;CH=CJ=1,,,,380.7014;R713dda611fb4e241, 
BRPN:CENO,Central Oregon Canal,44.0303,-121.2947,QC=QJ=0;CH=CJ=1;WF=WF=2,,,,689.9908;R0c02c33211c2d341, 
BRPN:CFCI,Consolidated Farmers Weir,43.94,-111.7275,QC=QJ=0;CH=CJ=1,,,,927.6668;Rc5208400cc9ce541, 
BRPN:CFMM,Flathead River at Columbia Falls MT,48.3619,-114.1839,Q=QD=0;GH=GJ=1;WC=WC=3,,,,90.3704;Rd34d2a647812ec41,Flathead River O6 L2 Drainage:11565km2 AvgFlow:8874cfs AvgPrecip:502mm AvgTemp:6C
BRPN:CGWW,Cowiche Creek,46.6584,-120.7592,GH=GJ=1,,,,921.3753;R83c05a2e6e56eb41, O2 L6 Drainage:9km2 AvgFlow:1cfs AvgPrecip:399mm AvgTemp:8C
BRPN:CHCW,CHANDLER-PROSSER POWER CANAL,46.2328,-119.6744,QC=QJ=0;CH=CJ=1,,,,936.2263;R33330b7eebbfdc41,Spring Creek O4 L4 Drainage:114km2 AvgFlow:1cfs AvgPrecip:215mm AvgTemp:11C
BRPN:CHEI,Falls River near Chester ID,44.0183,-111.5667,Q=QD=0;GH=GJ=1,,,,869.313;Rcff78b56d500de41,Fall River 
BRPN:CHRW,CHERRY CREEK (THRALL RD. KITTITAS VAL),46.9258,-120.5003,Q=QD=0;GH=GJ=1,,,,240.7697;R3f358aa5969eec41,Cherry Creek O5 L4 Drainage:435km2 AvgFlow:41cfs AvgPrecip:231mm AvgTemp:9C
BRPN:CIBW,Columbia River at International Boundary,48.9714,-117.6469,GH=GJ=1;WC=WC=3,,,,598.5899;R6210684ccf58c241,Columbia River O8 L1 Drainage:153845km2 AvgFlow:87905cfs AvgPrecip:1165mm AvgTemp:1C
BRPN:CKKO,Crooked Rver near Terrebonne OR,44.3583,-121.1178,Q=QD=0;GH=GJ=1;WF=WF=2,,,,215.144;R85ebb9895fe0da41,Crooked River O6 L3 Drainage:10061km2 AvgFlow:474cfs AvgPrecip:262mm AvgTemp:9C
BRPN:CLE,CLE ELUM RESERVOIR RIVER AND WEATHER STATION,47.2456,-121.0733,Q=QD=0;GH=GJ=1,,,,662.0095;Rb29d3fa88a82cb41,Cle Elum River O5 L4 Drainage:519km2 AvgFlow:835cfs AvgPrecip:987mm AvgTemp:7C
BRPN:CLFW,NACHES RIVER NEAR CLIFFDELL WA.,46.9006,-120.0181,Q=QD=0;GH=GJ=1;WF=WF=2,,,,381.3457;R9eefefd61e86e941, O2 L4 Drainage:23km2 AvgFlow:0cfs AvgPrecip:202mm AvgTemp:10C
BRPN:CLYW,CLEAR LAKE OUTFLOW (N FORK TIETON R. BLW CLEAR LAKE),46.6308,-121.2678,GH=GJ=1,,,,936.9203;R7b14fe6c3d52d341, O3 L6 Drainage:55km2 AvgFlow:56cfs AvgPrecip:801mm AvgTemp:6C
BRPN:CRAO,Deschutes River below Crane Prairie Res. OR,43.7536,-121.7825,Q=QD=0;GH=GJ=1;WF=WF=2,,,,257.1629;Rb4c8161f27accf41,Deschutes River O4 L2 Drainage:479km2 AvgFlow:394cfs AvgPrecip:698mm AvgTemp:6C
BRPN:CRCI,CROSSCUT CANAL AT END,43.9206,-111.6119,QC=QJ=0;CH=CJ=1,,,,883.0803;Rae47adae97aae041,Teton River O5 L4 Drainage:2244km2 AvgFlow:935cfs AvgPrecip:359mm AvgTemp:6C
BRPN:CRCO,Crooked River Feed Canal near Prineville OR,44.2389,-120.8625,QC=QJ=0;CH=CJ=1;WF=WF=2,,,,116.6987;Rd578919a2acfed41,Crooked River O6 L3 Drainage:6680km2 AvgFlow:373cfs AvgPrecip:282mm AvgTemp:8C
BRPN:CREO,Crescent Creek at Crescent Lake OR,43.5031,-121.9722,Q=QD=0;GH=GJ=1;WF=WF=2,,,,234.4069;Rba497cd3508bda41,Crescent Creek O3 L4 Drainage:155km2 AvgFlow:62cfs AvgPrecip:863mm AvgTemp:6C
BRPN:CROO,CROO-Crooked Riv below Opal Springs nr Culver />,44.29,-121.18,Q=QD=0,,,,,
BRPN:CRPO,Crooked River above Prineville Reservoir nr Post OR,44.1792,-120.5878,Q=QD=0;GH=GJ=1;WF=WF=2,,,,197.1273;R2b8716b62b3a9041,Crooked River O6 L3 Drainage:5652km2 AvgFlow:322cfs AvgPrecip:281mm AvgTemp:8C
BRPN:CRSO,Crooked Riv at Smith Rock St. Park nr Terrebonne OR,44.3675,-121.1389,Q=QD=0;GH=GJ=1;WF=WF=2,,,,39.8571;Rb072e43006cde441,Crooked River O6 L3 Drainage:10102km2 AvgFlow:475cfs AvgPrecip:237mm AvgTemp:9C
BRPN:CSAO,US A Line Canal at Cold Springs Res nr Hermiston OR,45.8539,-119.1719,QC=QJ=0;CH=CJ=1,,,,950.9284;R0ad70b509ae1d541, O4 L2 Drainage:520km2 AvgFlow:0cfs AvgPrecip:242mm AvgTemp:12C
BRPN:CSCI,North Fork Payette River at Cascade Idaho,44.5289,-116.0478,Q=QD=0;GH=GJ=1;WF=WF=2,,,,541.4816;R508d97f15bc7b741,North Fork Payette River O6 L5 Drainage:1593km2 AvgFlow:1083cfs AvgPrecip:583mm AvgTemp:5C
BRPN:CSRI,East Fork Salmon River nr Clayton ID,44.2592,-114.4011,Q=QD=0;GH=GJ=1,,,,250.2843;R022b274dd554bc41, O1 L6 Drainage:2km2 AvgFlow:0cfs AvgPrecip:473mm AvgTemp:3C
BRPN:CSRO,Cold Springs Recharge Canal near Hermiston OR,45.8664,-119.1672,QC=QJ=0;CH=CJ=1,,,,559.8826;R0ad70b509ae1d541, O4 L2 Drainage:520km2 AvgFlow:0cfs AvgPrecip:242mm AvgTemp:12C
BRPN:CULO,CULO-Deschutes River near Culver OR />,44.4987,-121.3212,Q=QD=0,,,,16.0372;R9318cc89d714e241,Deschutes River O5 L2 Drainage:6032km2 AvgFlow:959cfs AvgPrecip:327mm AvgTemp:9C
BRPN:CVPI,CLEMENTSVILLE PUMP,43.8747,-111.2472,QC=QJ=0,,,,224.8539;R3d0ae7694bc1d941, O1 L5 Drainage:2km2 AvgFlow:0cfs AvgPrecip:464mm AvgTemp:4C
BRPN:CXCI,CROSSCUT CANAL NR CHESTER,44.0167,-111.5833,QC=QJ=0;CH=CJ=1,,,,852.0181;Rcdcc2c645faae241,Fall River O5 L4 Drainage:1312km2 AvgFlow:814cfs AvgPrecip:379mm AvgTemp:6C
BRPN:CXMI,Crosscut Middle Weir,43.9761,-111.6042,QC=QJ=0;CH=CJ=1,,,,,
BRPN:DCIO,Deer Creek near Izee OR,44.1969,-119.4686,Q=QD=0;GH=GJ=1;WF=WF=2,,,,750.2268;Re7fb39a78880ce41,Deer Creek O3 L4 Drainage:118km2 AvgFlow:5cfs AvgPrecip:414mm AvgTemp:7C
BRPN:DCMO,Deschutes County MID Canal,44.0689,-121.3125,QC=QJ=0,,,,881.4192;Rb6f329f6be7be041,Deschutes River O5 L2 Drainage:3904km2 AvgFlow:567cfs AvgPrecip:300mm AvgTemp:8C
BRPN:DEBO,Deschutes River Below Bend OR,44.0831,-121.3067,Q=QD=0;GH=GJ=1;WF=WF=2,,,,850.6452;Rc3f54c07a6fde241,Deschutes River O5 L2 Drainage:3890km2 AvgFlow:567cfs AvgPrecip:299mm AvgTemp:8C
BRPN:DEDI,Deadwood River below Deadwood Dam,44.2961,-115.6456,Q=QD=0;GH=GJ=1;WF=WF=2,,,,829.1075;R713dc69acc08e541,Deadwood River O4 L5 Drainage:228km2 AvgFlow:168cfs AvgPrecip:804mm AvgTemp:4C
BRPN:DEPW,DEEP CREEK BELOW COPPER CREEK,46.8325,-121.3178,GH=GJ=1;WF=WF=2,,,,889.5531;R736855923f0dec41,Deep Creek O4 L5 Drainage:59km2 AvgFlow:78cfs AvgPrecip:1620mm AvgTemp:4C
BRPN:DGGI,TETON RIVER ab. S. LEIGH CREEK,43.7792,-111.2083,Q=QD=0,,,,923.5378;Rf8532723e7bde841,Teton River O4 L4 Drainage:829km2 AvgFlow:416cfs AvgPrecip:389mm AvgTemp:5C
BRPN:DICO,Dead Indian Collection Canal nr. Pinehurst OR,42.2639,-122.4492,QC=QJ=0;CH=CJ=1,,,,307.9356;R378919e9860fd041,Dead Indian Creek O2 L3 Drainage:25km2 AvgFlow:13cfs AvgPrecip:912mm AvgTemp:7C
BRPN:DLEO,Dillon Canal near Stanfield OR,45.7661,-119.2161,QC=QJ=0;CH=CJ=1,,,,23.3858;R37895dc19006e341,Umatilla River O6 L2 Drainage:3640km2 AvgFlow:549cfs AvgPrecip:265mm AvgTemp:12C
BRPN:DLLO,Tualatin River near Dilley Oregon,45.48,-123.12,Q=QD=0;GH=GJ=1;WF=WF=2,,,,920.6973;Rbc749704f432ed41,Tualatin River O4 L3 Drainage:319km2 AvgFlow:381cfs AvgPrecip:1147mm AvgTemp:12C
BRPN:DNCI,DANSKIN CANAL,43.2208,-112.3542,QC=QJ=0;CH=CJ=1,,,,660.0704;R0c02bb8da747ed41,Snake River O7 L2 Drainage:24488km2 AvgFlow:5703cfs AvgPrecip:273mm AvgTemp:7C
BRPN:DRCO,Deer Creek above Phillips Lake,44.6917,-118.0639,Q=QD=0;GH=GJ=1,,,,10.1084;Ree7c37f42d44e641,Deer Creek O3 L4 Drainage:76km2 AvgFlow:22cfs AvgPrecip:436mm AvgTemp:6C
BRPN:DRII,Deadwood River above Deadwood Reservoir ID,44.3483,-115.6497,GH=GJ=1;WF=WF=2,,,,927.8435;R986e529697aba341,Deadwood River O3 L5 Drainage:178km2 AvgFlow:137cfs AvgPrecip:816mm AvgTemp:4C
BRPN:DRMI,Deadwood River at Mouth near Lowman ID,44.0861,-115.6611,GH=GJ=1;WF=WF=2,,,,269.3392;R2fdddcb4f1b3df41,Deadwood River O4 L5 Drainage:613km2 AvgFlow:433cfs AvgPrecip:719mm AvgTemp:7C
BRPN:DRYI,Dry Bed near Ririe ID,43.6392,-111.7153,Q=QD=0;GH=GJ=1,,,,,
BRPN:EASW,YAKIMA RIVER AT EASTON WA.,47.2389,-121.1778,Q=QD=0;GH=GJ=1,,,,968.6003;R1f855389dd05dc41,Yakima River O5 L3 Drainage:470km2 AvgFlow:993cfs AvgPrecip:1272mm AvgTemp:7C
BRPN:EBCO,East Birch Creek at Pilot Rock OR,45.4842,-118.8344,Q=QD=0;GH=GJ=1;WF=WF=2,,,,622.9885;Rb81e7d80c763da41,East Birch Creek O4 L4 Drainage:217km2 AvgFlow:61cfs AvgPrecip:383mm AvgTemp:10C
BRPN:EGCI,EGIN CANAL,43.9653,-111.6861,QC=QJ=0;CH=CJ=1,,,,987.8604;R4260a5ce1ce0e241, 
BRPN:EGLO,EGLO-Rogue River at Dodge Bridge>,42.53,-122.85,Q=QD=0,,,,941.9206;R8d97e28881e2e241,Rogue River O5 L1 Drainage:3155km2 AvgFlow:2551cfs AvgPrecip:568mm AvgTemp:12C
BRPN:EGSO,Emigrant Creek Above Green Springs Powerplant OR,42.1222,-122.5464,Q=QD=0;GH=GJ=1;WF=WF=2,,,,891.6584;Rd122739ffc03d441,Emigrant Creek O2 L2 Drainage:47km2 AvgFlow:13cfs AvgPrecip:623mm AvgTemp:10C
BRPN:ELCI,Eagle Rock Canal near Hwy 26,43.6042,-111.7978,QC=QJ=0;CH=CJ=1,,,,977.1543;Rec5108e78c90c541, O1 L5 Drainage:2km2 AvgFlow:0cfs AvgPrecip:358mm AvgTemp:6C
BRPN:ELKW,ELKW-Elwha River above Lake Mills turbidity>--><!--,47.97,-123.58,GH=GJ=1,,,,966.4067;R14ae83e38b2ae241, O2 L2 Drainage:10km2 AvgFlow:18cfs AvgPrecip:1552mm AvgTemp:9C
BRPN:ELNW,YAKIMA RIVER NEAR ELLENSBURG WA.,47,-120.6,Q=QD=0;GH=GJ=1;WF=WF=2,,,,937.2469;R08ac00f68258ef41,Yakima River O6 L3 Drainage:2886km2 AvgFlow:2668cfs AvgPrecip:235mm AvgTemp:9C
BRPN:ELWW,ELWW-Elwha River at McDonald Bridge turbidity>-->,48.05,-123.58,Q=QD=0,,,,961.6569;R295c8703a02ad841,Elwha River O4 L1 Drainage:692km2 AvgFlow:1877cfs AvgPrecip:1286mm AvgTemp:9C
BRPN:EMI,Emigrant Dam and Lake near Ashland OR,42.1639,-122.6042,Q=QD=0;QC=QJ=0;GH=GJ=1;CH=CJ=1;WF=WF=2,,,,682.3728;Rf6281cb7e5b6e841,Emigrant Creek O3 L2 Drainage:140km2 AvgFlow:60cfs AvgPrecip:573mm AvgTemp:11C
BRPN:EMM,Black Canyon Dam and Reservoir near Emmett ID,43.9306,-116.4417,Q=QD=0;GH=GJ=1;CH=CJ=1,,,,873.5727;R1058a18f6c35e241, 
BRPN:ENTI,ENTERPRIZE CANAL,43.6306,-111.6847,QC=QJ=0;CH=CJ=1,,,,967.3723;R06811565d9b7e641, 
