id,desc,lat,lng,modes,extra,equiv
CDWR:ARF027CO,ARF HEADGATE 27 (BENTS FORT),38.0554,-103.4345,DISCHRG=0;GAGE_HT=1,DWR,,,,
CDWR:ARF049CO,ARF HEADGATE 49-D (HORSE CREEK),38.0916,-103.3504,DISCHRG=0;GAGE_HT=1,DWR,,,730.2526;Rba4978856743e841,Horse Creek O5 L3 Drainage:4962km2 AvgFlow:14cfs AvgPrecip:326mm AvgTemp:12C
CDWR:ARF125CO,ARF HEADGATE 125 (GAGEBY UPPER),38.1288,-103.0995,DISCHRG=0;GAGE_HT=1,DWR,,,545.4881;R8d97fe1699adeb41,Gageby Creek O2 L3 Drainage:306km2 AvgFlow:9cfs AvgPrecip:345mm AvgTemp:12C
CDWR:ARF126CO,ARF HEADGATE 126 (GAGEBY LOWER),38.1058,-102.6182,DISCHRG=0;GAGE_HT=1,DWR,,,13.3159;Rb6f3edbf6d20e441,Arkansas River O7 L2 Drainage:50138km2 AvgFlow:140cfs AvgPrecip:389mm AvgTemp:12C
CDWR:ARF145CO,ARF HEADGATE 145 (HASTY),38.1288,-103.0995,DISCHRG=0;GAGE_HT=1,DWR,,,545.4881;R8d97fe1699adeb41,Gageby Creek O2 L3 Drainage:306km2 AvgFlow:9cfs AvgPrecip:345mm AvgTemp:12C
CDWR:ARF14SCO,ARF HEADGATE 145 (UPPER),38.0871,-102.9675,DISCHRG=0;GAGE_HT=1,DWR,,,,
CDWR:ARF160CO,ARF HEADGATE 160 (LIMESTONE),38.1286,-102.8704,DISCHRG=0;GAGE_HT=1,DWR,,,789.497;Rec51f0723cdbd941,Limestone Creek O2 L3 Drainage:65km2 AvgFlow:0cfs AvgPrecip:358mm AvgTemp:12C
CDWR:ARF162CO,ARF HEADGATE 162 (UPPER),38.1036,-102.8601,DISCHRG=0;GAGE_HT=1,DWR,,,,
CDWR:ARF166CO,ARF HEADGATE 166 (MCCLAVE),38.0993,-102.8166,DISCHRG=0;GAGE_HT=1,DWR,,,,
CDWR:ARF16TCO,ARF HEADGATE 162 (LOWER),38.0551,-103.4313,DISCHRG=0;GAGE_HT=1,DWR,,,,
CDWR:ARF181CO,ARF HEADGATE 181 (GRAVEYARD),38.1058,-102.6182,DISCHRG=0;GAGE_HT=1,DWR,,,13.3159;Rb6f3edbf6d20e441,Arkansas River O7 L2 Drainage:50138km2 AvgFlow:140cfs AvgPrecip:389mm AvgTemp:12C
CDWR:ARF182CO,ARF HEADGATE 182 (RIVER VIEW),38.1058,-102.6182,DISCHRG=0;GAGE_HT=1,DWR,,,13.3159;Rb6f3edbf6d20e441,Arkansas River O7 L2 Drainage:50138km2 AvgFlow:140cfs AvgPrecip:389mm AvgTemp:12C
CDWR:ARFGYDCO,ARKANSAS RIVER FARMS AUG AT GRAVEYARD CREEK,38.1058,-102.6182,DISCHRG=0;GAGE_HT=1,DWR,,,13.3159;Rb6f3edbf6d20e441,Arkansas River O7 L2 Drainage:50138km2 AvgFlow:140cfs AvgPrecip:389mm AvgTemp:12C
CDWR:ARFRIVCO,ARKANSAS RIVER FARMS AUG NEAR RIVERVIEW,38.1058,-102.6182,DISCHRG=0;GAGE_HT=1,DWR,,,13.3159;Rb6f3edbf6d20e441,Arkansas River O7 L2 Drainage:50138km2 AvgFlow:140cfs AvgPrecip:389mm AvgTemp:12C
CDWR:ARKCA2CO,ARKANSAS RIVER BELOW CATLIN DAM SECONDARY,38.1247,-103.9425,DISCHRG1=0;GAGE_HT1=1;GAGE_HT2=1;WATTEMP=3,DWR,,,793.1734;R6210a80581ade841,Arkansas River O7 L2 Drainage:27808km2 AvgFlow:761cfs AvgPrecip:289mm AvgTemp:12C
CDWR:ARKCANCO,ARKANSAS RIVER AT CANON CITY,38.4339,-105.2572,DISCHRG=0;GAGE_HT=1;WATTEMP=3,DWR,,,206.2124;R0e2d22e17d0aeb41,Arkansas River O5 L2 Drainage:6569km2 AvgFlow:756cfs AvgPrecip:345mm AvgTemp:11C
CDWR:ARKCATCO,ARKANSAS RIVER AT CATLIN DAM NEAR FOWLER,38.126,-103.9444,DISCHRG1=0;GAGE_HT1=1;GAGE_HT2=1;WATTEMP=3;DISCHRG=0;GAGE_HT=1,DWR,,,972.3972;R6210a80581ade841,Arkansas River O7 L2 Drainage:27808km2 AvgFlow:761cfs AvgPrecip:289mm AvgTemp:12C
CDWR:ARKGRNCO,ARKANSAS RIVER AT GRANITE,39.0428,-106.2658,DISCHRG=0;GAGE_HT=1;WATTEMP=3,DWR,,,57.2259;R31089c7bd740c541,Arkansas River O4 L2 Drainage:1112km2 AvgFlow:450cfs AvgPrecip:331mm AvgTemp:2C
CDWR:ARKLAJCO,ARKANSAS RIVER AT LA JUNTA,37.9906,-103.5319,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1,DWR,,,144.8453;R77becf7fee39e041,Arkansas River O7 L2 Drainage:30919km2 AvgFlow:136cfs AvgPrecip:310mm AvgTemp:12C
CDWR:ARKNEPCO,ARKANSAS RIVER AT NEPESTA BRIDGE NEAR NEPESTA CO,38.1842,-104.1733,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1,DWR,,,329.0425;Rf628fc803e22ed41,Arkansas River O7 L2 Drainage:23702km2 AvgFlow:794cfs AvgPrecip:269mm AvgTemp:12C
CDWR:ARKPORCO,ARKANSAS RIVER AT PORTLAND,38.3883,-105.0161,DISCHRG=0;GAGE_HT2=1;WATTEMP=3,DWR,,,612.6801;R560e2d660cc2b941,Arkansas River O6 L2 Drainage:10278km2 AvgFlow:812cfs AvgPrecip:333mm AvgTemp:11C
CDWR:ARKPUECO,ARKANSAS RIVER ABOVE PUEBLO,38.2717,-104.718,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1;WATTEMP=3,DWR,,,738.5274;Rbc7433f0c1bcd841,Arkansas River O6 L2 Drainage:11948km2 AvgFlow:726cfs AvgPrecip:331mm AvgTemp:11C
CDWR:ARKROCCO,ARKANSAS RIVER NEAR ROCKY FORD,38.0644,-103.6908,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1;WATTEMP=3,DWR,,,440.0816;R6abcd0834253e041,Arkansas River O7 L2 Drainage:28211km2 AvgFlow:676cfs AvgPrecip:299mm AvgTemp:12C
CDWR:ARKSALCO,ARKANSAS RIVER AT SALIDA,38.5458,-106.0106,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1,DWR,,,904.3139;R6abc68a0ae2ce041,Arkansas River O4 L2 Drainage:3063km2 AvgFlow:588cfs AvgPrecip:230mm AvgTemp:7C
CDWR:ARKWELCO,ARKANSAS RIVER NEAR WELLSVILLE,38.5028,-105.9397,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1,DWR,,,916.2458;R14aec7a0d9dab941,Arkansas River O5 L2 Drainage:3745km2 AvgFlow:745cfs AvgPrecip:246mm AvgTemp:7C
CDWR:ARTCANCO,ARTHUR/FT. COLLINS IRR CANAL,40.6106,-105.1111,DISCHRG=0;GAGE_HT=1,NWSDR,,,854.2897;Rb4c80e8c24f8de41,Cache la Poudre River O6 L4 Drainage:2931km2 AvgFlow:335cfs AvgPrecip:404mm AvgTemp:9C
CDWR:ARVAUGCO,ARVADA CROKE CANAL RELEASE TO RALSTON CREEK,39.8207,-105.1734,GAGE_HT=1;DISCHRG=0,DWR,,,503.6215;R8d97ce14af4fe341,Ralston Creek O2 L5 Drainage:130km2 AvgFlow:25cfs AvgPrecip:445mm AvgTemp:10C
CDWR:ARVRCKCO,ARVADA (BLUNN) RESERVOIR RELEASE TO RALSTON CREEK,39.8211,-105.1985,GAGE_HT=1;DISCHRG=0,DWR,,,257.7803;R8d97ce14af4fe341,Ralston Creek O2 L5 Drainage:130km2 AvgFlow:25cfs AvgPrecip:445mm AvgTemp:10C
CDWR:AZOTUNNM,AZOTEA TUNNEL OUTLET NEAR CHAMA NM,36.8533,-106.6723,DISCHRG=0;GAGE_HT=1,DWR,,,937.825;R3d0ae3ba5bfde941, O2 L4 Drainage:42km2 AvgFlow:12cfs AvgPrecip:489mm AvgTemp:6C
CDWR:BARDITCO,BARNES DITCH DIVERSION,40.4055,-105.1411,DISCHRG=0;GAGE_HT=1,NCSDR,,,999.0124;Rc9760e8410d0ed41, O1 L5 Drainage:4km2 AvgFlow:0cfs AvgPrecip:393mm AvgTemp:9C
CDWR:BASMOUCO,BASIN CREEK AT THE MOUTH NEAR DURANGO CO,37.1865,-107.88,DISCHRG=0;GAGE_HT=1,DWR,,,6.828;R508d777f23b0d041,Basin Creek O2 L7 Drainage:46km2 AvgFlow:2cfs AvgPrecip:469mm AvgTemp:8C
CDWR:BCRMORCO,BEAR CREEK AT MORRISON,39.653,-105.1958,DISCHRG=0;GAGE_HT=1,DWR,,,336.1287;R0ad71366ce00dc41,Bear Creek O3 L4 Drainage:456km2 AvgFlow:44cfs AvgPrecip:473mm AvgTemp:8C
CDWR:BCROUTCO,BEAR CREEK RESERVOIR (OUTFLOW),39.6533,-105.1955,DISCHRG=0;GAGE_HT=1,DWR,,,307.1938;R0ad71366ce00dc41,Bear Creek O3 L4 Drainage:456km2 AvgFlow:44cfs AvgPrecip:473mm AvgTemp:8C
CDWR:BCRSHECO,BEAR CREEK AT SHERIDAN,39.6522,-105.033,DISCHRG=0;GAGE_HT=1,DWR,,,8.0788;R3d0a9f69892bdb41,Bear Creek O4 L4 Drainage:681km2 AvgFlow:61cfs AvgPrecip:431mm AvgTemp:10C
CDWR:BEEDITCO,BEELINE DITCH,40.3298,-104.8757,DISCHRG=0;GAGE_HT=1,NWSDR,,,769.9637;R2b87ce39e0dae541, O1 L6 Drainage:16km2 AvgFlow:0cfs AvgPrecip:349mm AvgTemp:10C
CDWR:BERBBLCO,BEAR RIVER BELOW BEAR LAKE,40.0441,-107.0717,DISCHRG=0;GAGE_HT=1,DWR,,,922.3135;Rc5200c2247a8e341,Bear River O2 L7 Drainage:39km2 AvgFlow:33cfs AvgPrecip:1012mm AvgTemp:1C
CDWR:BERDITCO,BERTHOUD PASS DITCH AT BERTHOUD PASS,39.7989,-105.777,DISCHRG=0;GAGE_HT=1,DWR,,,957.1251;R83c0e6c727bae441,Fraser River O1 L5 Drainage:11km2 AvgFlow:8cfs AvgPrecip:953mm AvgTemp:0C
CDWR:BERSOUCO,BEAR CREEK NEAR SOUTH FORK,37.6798,-106.6082,DISCHRG=0;GAGE_HT=1,DWR,,,19.0861;R8b6c976c7da2c541,Bear Creek O2 L2 Drainage:39km2 AvgFlow:28cfs AvgPrecip:321mm AvgTemp:4C
CDWR:BESDITCO,BESSEMER DITCH,38.2603,-104.7259,DISCHRG=0;GAGE_HT=1,BOR,,,965.2647;Rd9ce2f06e2e7d341,Arkansas River O6 L2 Drainage:11877km2 AvgFlow:726cfs AvgPrecip:328mm AvgTemp:11C
CDWR:BEVBEVCO,BEAVER CREEK BELOW BEAVER CREEK RESERVOIR,37.5989,-106.6675,DISCHRG=0;GAGE_HT=1,DWR,,,307.238;R8716d9000ab0cf41,Beaver Creek O3 L3 Drainage:124km2 AvgFlow:74cfs AvgPrecip:596mm AvgTemp:2C
CDWR:BFCLYOCO,BOULDER CREEK FEEDER CANAL NEAR LYONS,40.2161,-105.2583,DISCHRG=0;GAGE_HT=1,NWCOP,,,851.6266;Rf853d73d39b4ee41,North Saint Vrain Creek O4 L4 Drainage:322km2 AvgFlow:92cfs AvgPrecip:455mm AvgTemp:9C
CDWR:BHEATNCO,B H EATON DIVERSION,40.4693,-104.934,DISCHRG=0;GAGE_HT=1,NWSDR,,,241.4054;R83c02a5b6afdc641,Cache la Poudre River O6 L4 Drainage:4114km2 AvgFlow:181cfs AvgPrecip:340mm AvgTemp:10C
CDWR:BIGDAFCO,BIG DRY CREEK AT MOUTH NEAR FORT LUPTON,40.0487,-104.8454,DISCHRG=0;GAGE_HT=1,DWR,,,13.3624;R6210f824f283ce41,Big Dry Creek O2 L4 Drainage:288km2 AvgFlow:22cfs AvgPrecip:346mm AvgTemp:10C
CDWR:BIGDITCO,BIG THOMPSON AND MANUFACTURING DITCH,40.3976,-105.1064,DISCHRG=0;GAGE_HT=1,NWSDR,,,515.1051;R08ac5cd708d9b141, O5 L4 Drainage:1318km2 AvgFlow:128cfs AvgPrecip:387mm AvgTemp:9C
CDWR:BIGHILCO,BIG THOMPSON RIVER AT HILLSBOROUGH DIVERSION,40.3853,-105.0153,DISCHRG=0;GAGE_HT=1,DWR,,,711.7162;R2731f045e02ed541, O5 L4 Drainage:1406km2 AvgFlow:56cfs AvgPrecip:374mm AvgTemp:9C
CDWR:BIGLASCO,BIG THOMPSON RIVER AT MOUTH NEAR LA SALLE,40.35,-104.785,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1,DWR,,,934.4266;Rf2d2295aaf33e641,South Platte River O6 L3 Drainage:15794km2 AvgFlow:691cfs AvgPrecip:350mm AvgTemp:10C
CDWR:BIGLKDCO,BIG LAKE DITCH NEAR WILLIAMS FORK RESERVOIR,39.9727,-106.1611,DISCHRG=0;GAGE_HT=1,DWB,,,998.2473;Rfca915dd52f1e741,Williams Fork O4 L5 Drainage:454km2 AvgFlow:151cfs AvgPrecip:372mm AvgTemp:3C
CDWR:BIGMONCO,BIG DITCH AT MOONEY'S HEADGATE,38.965,-107.9373,DISCHRG=0;GAGE_HT=1,DWR,,,461.6806;Rc74b9ba92b2ee641,Kiser Creek O2 L7 Drainage:27km2 AvgFlow:9cfs AvgPrecip:509mm AvgTemp:7C
CDWR:BIGSPGCO,BIG SPRING CREEK AT MEDANO RANCH NEAR MOSCA,37.7342,-105.6645,DISCHRG=0;GAGE_HT=1;GAGE_HT3=1,DWR,,,811.413;R46b6c3bbc644cc41,Big Spring Creek O1 L4 Drainage:64km2 AvgFlow:0cfs AvgPrecip:208mm AvgTemp:6C
CDWR:BIGSURCO,BIG DITCH ON SURFACE CREEK AT CEDAREDGE,38.9016,-107.9212,DISCHRG2=0;GAGE_HT2=1,DWR,,,0.6609;Rcdccb08ac3e1ec41,Surface Creek O3 L7 Drainage:108km2 AvgFlow:31cfs AvgPrecip:380mm AvgTemp:9C
CDWR:BIGUPPCO,BIG CREEK AT UPPER STATION NEAR COLLBRAN,39.1319,-107.9187,DISCHRG=0;GAGE_HT=1,DWR,,,365.5848;Rb81e0586893bba41,Big Creek O3 L6 Drainage:49km2 AvgFlow:33cfs AvgPrecip:846mm AvgTemp:3C
CDWR:BIJOUSCO,BIJOU CANAL @ 20 FT PARSHALL FLUME,40.3119,-104.3619,DISCHRG=0;GAGE_HT=1,DWR,,,767.4334;R7368518fd8d9a441, O3 L4 Drainage:29060km2 AvgFlow:15cfs AvgPrecip:348mm AvgTemp:9C
CDWR:BKIOUTCO,BUCKEYE RESERVOIR (OUTFLOW),38.4366,-109.0442,DISCHRG=0;GAGE_HT=1,DWR,,,862.0437;R5839c47fb8afe041,Buckeye Creek O1 L7 Drainage:1km2 AvgFlow:0cfs AvgPrecip:629mm AvgTemp:8C
CDWR:BLADIVCO,BLANCO DIVERSION NEAR PAGOSA SPRINGS,37.2036,-106.8103,DISCHRG2=0;GAGE_HT2=1,DWR,,,84.847;R21b02225b1a8c541,Rio Blanco O3 L6 Drainage:188km2 AvgFlow:55cfs AvgPrecip:628mm AvgTemp:5C
CDWR:BLKRSOCO,BOSS LAKE RESERVOIR OUTLET,38.5591,-106.3192,DISCHRG=0;GAGE_HT=1,UAWCD,,,753.0596;R448bc4a01d5be541, O1 L5 Drainage:3km2 AvgFlow:6cfs AvgPrecip:671mm AvgTemp:-1C
CDWR:BLUNINCO,BLUE RIVER AT HIGHWAY 9 BRIDGE BELOW BRECKENRIDGE,39.5416,-106.045,DISCHRG=0;GAGE_HT=1;GAGE_HT2=1,DWR,,,780.9013;R48e10232190cd241,Blue River O3 L5 Drainage:276km2 AvgFlow:90cfs AvgPrecip:462mm AvgTemp:2C
CDWR:BLWDITCO,BLOWER DITCH,40.2578,-105.1644,DISCHRG=0;GAGE_HT=1,NWSDR,,,983.1923;R1058d1579cebe441, O4 L5 Drainage:275km2 AvgFlow:25cfs AvgPrecip:408mm AvgTemp:9C
CDWR:BMSVRTCO,BEEMAN RETURN TO ST. VRAIN CREEK,40.2454,-104.8813,DISCHRG=0;GAGE_HT=1,NWSDR,,,713.4549;Re3a58b9b96a5c741, O1 L5 Drainage:6km2 AvgFlow:0cfs AvgPrecip:341mm AvgTemp:10C
CDWR:BNSVPPCO,BEEMAN DITCH DELIVERY TO FORT ST. VRAIN POWER PLANT,40.233,-104.8674,DISCHRG=0;GAGE_HT=1,NWSDR,,,801.7079;R9a9911fd3a28e741,South Platte River O5 L3 Drainage:13180km2 AvgFlow:544cfs AvgPrecip:341mm AvgTemp:10C
CDWR:BOBCRKCO,BOB CREEK AT COLORADO CANAL,38.1833,-103.7983,DISCHRG=0;GAGE_HT=1,COSP,,,153.6189;R022bef1f2202e341, O4 L3 Drainage:413km2 AvgFlow:0cfs AvgPrecip:293mm AvgTemp:12C
CDWR:BOC109CO,BOULDER CREEK AT 109 ST NEAR ERIE CO,40.0598,-105.0979,DISCHRG=0;GAGE_HT=1,DWR,,,998.3347;Rc74b6b1b3b98eb41,Boulder Creek O4 L5 Drainage:888km2 AvgFlow:98cfs AvgPrecip:330mm AvgTemp:10C
CDWR:BOCBGRCO,SOUTH BOULDER CREEK BELOW GROSS RESERVOIR,39.9386,-105.3492,DISCHRG=0;GAGE_HT=1,DWR,,,43.7628;R508d2327ee71e041,South Boulder Creek O3 L6 Drainage:250km2 AvgFlow:154cfs AvgPrecip:557mm AvgTemp:7C
CDWR:BOCELSCO,SOUTH BOULDER CREEK NEAR ELDORADO SPRINGS,39.9311,-105.2958,DISCHRG=0;GAGE_HT=1,DWR,,,398.7901;R81951b486aabec41,South Boulder Creek O3 L6 Drainage:281km2 AvgFlow:155cfs AvgPrecip:561mm AvgTemp:8C
CDWR:BOCMIDCO,MIDDLE BOULDER CREEK AT NEDERLAND,39.9617,-105.5044,DISCHRG=0;GAGE_HT=1,DWR,,,41.4011;R8941f0d0c4aadf41,Middle Boulder Creek O3 L6 Drainage:80km2 AvgFlow:57cfs AvgPrecip:670mm AvgTemp:3C
CDWR:BOCOBOCO,BOULDER CREEK AT BOULDER CO,40.0148,-105.2802,DISCHRG=0;GAGE_HT=1,DWR,,,120.7661;Rb29d379bf6a3de41,Boulder Creek O4 L5 Drainage:351km2 AvgFlow:76cfs AvgPrecip:479mm AvgTemp:10C
CDWR:BOCOROCO,BOULDER CREEK NEAR ORODELL,40.0064,-105.3308,DISCHRG=0;GAGE_HT=1,DWR,,,926.1431;Rd578c9acb7e1ec41,Boulder Creek O4 L5 Drainage:259km2 AvgFlow:99cfs AvgPrecip:532mm AvgTemp:9C
CDWR:BOCPINCO,SOUTH BOULDER CREEK ABOVE GROSS RESERVOIR AT PINECLIFFE,39.9305,-105.4258,DISCHRG=0;GAGE_HT=1,DWR,,,509.2316;Rc1ca99749abed241,South Boulder Creek O3 L6 Drainage:208km2 AvgFlow:152cfs AvgPrecip:576mm AvgTemp:6C
CDWR:BONDITCO,BONUS DITCH,40.1534,-105.0887,DISCHRG=0;GAGE_HT=1,SLWCD,,,991.3952;R52b8a6115264e841,Saint Vrain Creek O4 L4 Drainage:629km2 AvgFlow:120cfs AvgPrecip:384mm AvgTemp:10C
CDWR:BORDITCO,BOREAS PASS DITCH AT BOREAS PASS,39.4105,-105.9681,DISCHRG=0;GAGE_HT=1,DWR,,,783.1298;R54e3253e787dab41,Indiana Creek O1 L6 Drainage:11km2 AvgFlow:5cfs AvgPrecip:776mm AvgTemp:0C
CDWR:BOSDELCO,SOUTH BOULDER CREEK DIVERSION NEAR ELDORADO SPRINGS,39.9311,-105.2958,DISCHRG=0;GAGE_HT=1,DWR,,,398.7901;R81951b486aabec41,South Boulder Creek O3 L6 Drainage:281km2 AvgFlow:155cfs AvgPrecip:561mm AvgTemp:8C
CDWR:BOUBYPCO,BOULDER-LARIMER BYPASS NEAR BERTHOUD,40.2636,-105.18,DISCHRG=0;GAGE_HT=1,DWR,,,624.8668;R819563258c2cc941, O4 L5 Drainage:294km2 AvgFlow:26cfs AvgPrecip:390mm AvgTemp:9C
CDWR:BOULARCO,BOULDER-LARIMER DITCH NEAR BERTHOUD,40.2636,-105.18,DISCHRG=0;GAGE_HT=1,DWR,,,624.8668;R819563258c2cc941, O4 L5 Drainage:294km2 AvgFlow:26cfs AvgPrecip:390mm AvgTemp:9C
CDWR:BOUTUNCO,CHARLES H. BOUSTEAD TUNNEL,39.2778,-106.4361,DISCHRG=0;GAGE_HT=1,DWR,,,222.3263;R448b60ede799ed41,Lake Fork O3 L5 Drainage:47km2 AvgFlow:63cfs AvgPrecip:610mm AvgTemp:1C
CDWR:BREOUTCO,BRETT GRAY RESERVOIR AT SMITH RANCH NEAR RUSH (OUT,38.7386,-103.9022,DISCHRG=0;GAGE_HT=1,DWR,,,883.856;R931840a6683be041,Steels Fork O4 L4 Drainage:213km2 AvgFlow:0cfs AvgPrecip:359mm AvgTemp:10C
CDWR:BRGDITCO,BRIGHTON DITCH,39.9745,-104.8507,DISCHRG=0;GAGE_HT=1,NCSDR,,,876.037;Ree7c2ff2022bce41, O1 L4 Drainage:91km2 AvgFlow:3cfs AvgPrecip:367mm AvgTemp:10C
CDWR:BRITAICO,BRIGHTON DITCH TAIL,40.0655,-104.8357,DISCHRG=0;GAGE_HT=1,NWSDR,,,921.6781;R8d973e728f00d341,South Platte River O5 L3 Drainage:12656km2 AvgFlow:525cfs AvgPrecip:345mm AvgTemp:10C
CDWR:BRTDITCO,BRANTNER DITCH,39.9067,-104.8955,DISCHRG=0;GAGE_HT=1,NCSDR,,,31.4595;Rdbf9be902390e041,South Platte River O5 L3 Drainage:12216km2 AvgFlow:575cfs AvgPrecip:371mm AvgTemp:10C
CDWR:BRTWSTCO,BRIGHTON RETURN,39.9861,-104.8429,DISCHRG=0;GAGE_HT=1,NWSDR,,,879.0203;Ree7c2ff2022bce41, O1 L4 Drainage:91km2 AvgFlow:3cfs AvgPrecip:367mm AvgTemp:10C
CDWR:BRVDITCO,BRAVO DITCH,40.6795,-103.1337,DISCHRG=0;GAGE_HT=1,LPWCD,,,886.3582;Rf4fd0848aa10ec41,South Platte River O7 L3 Drainage:46270km2 AvgFlow:1005cfs AvgPrecip:417mm AvgTemp:10C
CDWR:BTABCMCO,BIG THOMPSON RIVER ABOVE CANYON MOUTH AT CEDAR COVE CO,40.4149,-105.251,DISCHRG=0;GAGE_HT=1,DWR,,,210.0366;R14aea73f3ed6c141, O4 L4 Drainage:783km2 AvgFlow:111cfs AvgPrecip:481mm AvgTemp:8C
CDWR:BTABESCO,BIG THOMPSON RIVER ABOVE LAKE ESTES,40.3783,-105.5139,DISCHRG=0;GAGE_HT=1,NWBOR,,,922.7103;R81959b5b867ae841, O4 L4 Drainage:361km2 AvgFlow:363cfs AvgPrecip:379mm AvgTemp:6C
CDWR:BTBLESCO,BIG THOMPSON RIVER BELOW LAKE ESTES,40.3764,-105.4855,DISCHRG=0;GAGE_HT=1,NWBOR,,,916.4795;Rae47356fc549e441,Fish Creek O2 L5 Drainage:40km2 AvgFlow:11cfs AvgPrecip:399mm AvgTemp:5C
