id,desc,lat,lng,modes,extra,equiv
WECY:25F060,Mill Cr. nr mouth,46.1906,-123.1786,DSG=0;STG=1;WTM=3,,,,321.5148;R6de72b99e478cd41,Mill Creek O3 L2 Drainage:76km2 AvgFlow:134cfs AvgPrecip:1458mm AvgTemp:11C
WECY:26C075,Coweeman R. nr Kelso,46.1281,-122.8383,DSG=0;STG=1;WTM=3,,,,32.8882;R48e126057568e841,Coweeman River O4 L3 Drainage:309km2 AvgFlow:425cfs AvgPrecip:1475mm AvgTemp:10C
WECY:28B080,Washougal R. @ Hathaway Park,45.5839,-122.3433,DSG=0;STG=1;WTM=3,,,,388.6333;R52b86ebf91a3d741,Washougal River O4 L2 Drainage:371km2 AvgFlow:1077cfs AvgPrecip:1414mm AvgTemp:12C
WECY:29C100,Wind R. @ Stabler,45.8078,-121.9092,DSG=0;STG=1;WTM=3,,,,47.7997;R2db229ed32a4e841,Wind River O4 L2 Drainage:278km2 AvgFlow:706cfs AvgPrecip:2470mm AvgTemp:9C
WECY:30C070,Little Klickitat R. nr Wahkiacus,45.8431,-121.0581,DSG=0;STG=1;WTM=3,,,,112.4447;R3f357af6b317ef41,Little Klickitat River O4 L3 Drainage:725km2 AvgFlow:173cfs AvgPrecip:377mm AvgTemp:10C
WECY:32A100,Walla Walla R. @ E. Detour Rd.,46.0431,-118.4908,DSG=0;STG=1;WTM=3,,,,912.1297;R1904a6e287f2ed41,Walla Walla River O5 L2 Drainage:1059km2 AvgFlow:403cfs AvgPrecip:367mm AvgTemp:12C
WECY:32A105,Walla Walla R. @ Beet Rd.,46.0236,-118.4258,DSG=0;STG=1;WTM=3,,,,717.9201;R08ac08bb0b8fe741,Walla Walla River O5 L2 Drainage:760km2 AvgFlow:308cfs AvgPrecip:419mm AvgTemp:12C
WECY:32B075,Touchet R. @ Cummins Rd.,46.0567,-118.6675,DSG=0;STG=1;WTM=3,,,,92.0789;R2506419c6f88dd41,Touchet River O6 L3 Drainage:1922km2 AvgFlow:274cfs AvgPrecip:314mm AvgTemp:12C
WECY:32B100,Touchet R. @ Bolles,46.2744,-118.2211,DSG=0;STG=1;WTM=3,,,,385.3709;R0e2d52bc04c0c141,Touchet River O5 L3 Drainage:915km2 AvgFlow:404cfs AvgPrecip:472mm AvgTemp:11C
WECY:32E050,N.F. Touchet R. abv Dayton,46.2972,-117.9511,DSG=0;STG=1;WTM=3,,,,914.2053;Rbc7453f1d3cde541, O1 L4 Drainage:1km2 AvgFlow:0cfs AvgPrecip:569mm AvgTemp:10C
WECY:34H090,Pleasant Valley Cr. @ St. John,47.0933,-117.5872,STG=1;WTM=3;DSG=0,,,,12.1131;R7d3f1d9baacdd841,Pleasant Valley Creek O3 L6 Drainage:106km2 AvgFlow:6cfs AvgPrecip:445mm AvgTemp:9C
WECY:34P050,SF Pine Creek at Idaho Border,47.0872,-117.0397,STG=1;WTM=3;DSG=0,,,,816.1227;R4e6248683e2fe841,North Fork Pine Creek O2 L6 Drainage:16km2 AvgFlow:4cfs AvgPrecip:611mm AvgTemp:8C
WECY:34Q100,Pine Creek at Gashous Rd,47.2408,-117.3744,STG=1;WTM=3;DSG=0,,,,8.0725;Ree7c97076b25e641,Pine Creek O5 L5 Drainage:488km2 AvgFlow:56cfs AvgPrecip:473mm AvgTemp:8C
WECY:34R050,Kamiache Creek on Gene Webb Rd,47.1,-117.7,STG=1;WTM=3,,,,517.5732;R46b683218a4bc541, O1 L6 Drainage:3km2 AvgFlow:0cfs AvgPrecip:421mm AvgTemp:9C
WECY:34S150,Thorn Creek on Malden Rd,47.1884,-117.5314,STG=1;WTM=3,,,,6.6085;R1b2f2171b78ded41,Thorn Creek O3 L6 Drainage:111km2 AvgFlow:8cfs AvgPrecip:464mm AvgTemp:9C
WECY:35B150,Tucannon R. nr Marengo,46.4403,-117.7503,DSG=0;STG=1;WTM=3,,,,827.6014;R1b2f6d79c358e441,Tucannon River O4 L3 Drainage:411km2 AvgFlow:231cfs AvgPrecip:444mm AvgTemp:10C
WECY:35D100,Asotin Cr. abv George Creek,46.3231,-117.135,DSG=0;STG=1;WTM=3,,,,14.6275;R21b0e6141e8ee441,Asotin Creek O4 L3 Drainage:444km2 AvgFlow:73cfs AvgPrecip:404mm AvgTemp:11C
WECY:35F050,Pataha Cr. nr mouth,46.5119,-117.9731,DSG=0;STG=1;WTM=3,,,,287.1495;Rba491cd5b397e841, O4 L4 Drainage:440km2 AvgFlow:57cfs AvgPrecip:370mm AvgTemp:11C
WECY:35K050,Alpowa Cr. @ mouth,46.4122,-117.2133,DSG=0;STG=1;WTM=3,,,,700.2729;R6de76b755b87c241,Alpowa Creek O4 L3 Drainage:275km2 AvgFlow:12cfs AvgPrecip:430mm AvgTemp:11C
WECY:35M100,Deadman Cr. nr Gould City,46.605,-117.6081,DSG=0;STG=1;WTM=3,,,,538.425;R0c020b6f6259b741,Deadman Creek O4 L3 Drainage:188km2 AvgFlow:10cfs AvgPrecip:445mm AvgTemp:11C
WECY:38A140,Naches River @ Oak Flats,46.7,-120.8,STG=1;WTM=3;DSG=0,,,,861.6751;R1058196c4b4bb641, 
WECY:38G150,Cowiche Cr. blw confluence,46.6472,-120.6819,DSG=0;STG=1;WTM=3,,,,49.4798;R7f6a144f4857e741,Cowiche Creek O4 L5 Drainage:310km2 AvgFlow:60cfs AvgPrecip:320mm AvgTemp:9C
WECY:38IR001,CCWUA East,46.6,-120.7,DSG=0,,,,687.5867;Rf2d2517c4735ed41, O1 L5 Drainage:1km2 AvgFlow:0cfs AvgPrecip:347mm AvgTemp:9C
WECY:38IR002,CCWUA West,46.6,-120.7,DSG=0,,,,687.5867;Rf2d2517c4735ed41, O1 L5 Drainage:1km2 AvgFlow:0cfs AvgPrecip:347mm AvgTemp:9C
WECY:39D110,Teanaway R. @ Red Bridge Rd.,47.2011,-120.7814,STG=1;WTM=3;DSG=0,,,,555.4274;R9318c40ff3f9c241,Teanaway River O5 L4 Drainage:526km2 AvgFlow:459cfs AvgPrecip:590mm AvgTemp:7C
WECY:39J070,Manastash Cr. @ Cove Rd.,46.9731,-120.6456,STG=1;WTM=3;DSG=0,,,,832.3312;Rbc74fbf4dfd8d741,Manastash Creek O4 L4 Drainage:202km2 AvgFlow:190cfs AvgPrecip:274mm AvgTemp:9C
WECY:39M130,Swauk Cr. blw First Cr.,47.2083,-120.7006,DSG=0;STG=1;WTM=3,,,,179.9894;R9eef634cc7d9ec41,Swauk Creek O4 L4 Drainage:235km2 AvgFlow:110cfs AvgPrecip:507mm AvgTemp:7C
WECY:39P080,Taneum Cr. @ Brain Ranch,47.0867,-120.7658,DSG=0;STG=1;WTM=3,,,,80.7255;R91ed7c949b5ae941,Taneum Creek O4 L4 Drainage:197km2 AvgFlow:234cfs AvgPrecip:759mm AvgTemp:7C
WECY:39S050,First Cr. @ mouth,47.2081,-120.6997,DSG=0;STG=1;WTM=3,,,,17.4107;R14ae1b3b2da6e141,First Creek O2 L5 Drainage:37km2 AvgFlow:19cfs AvgPrecip:757mm AvgTemp:7C
WECY:39T060,Indian Cr. nr mouth,47.3011,-120.8544,STG=1;WTM=3;DSG=0,,,,50.8093;Rb072601c3c86d741,Indian Creek O2 L6 Drainage:16km2 AvgFlow:10cfs AvgPrecip:1036mm AvgTemp:6C
WECY:41A070,Crab Cr. nr Beverly,46.8311,-119.8161,WTM=3,,,,548.8557;R0000107777d9cb41, 
WECY:45B070,Icicle Cr. nr Leavenworth,47.5636,-120.6678,DSG=0;STG=1;WTM=3,,,,767.0275;Rb0728c912607e341,Icicle Creek O4 L3 Drainage:541km2 AvgFlow:685cfs AvgPrecip:800mm AvgTemp:8C
WECY:45C060,Chumstick Cr. nr mouth,47.6047,-120.6469,DSG=0;STG=1;WTM=3,,,,324.3838;R2506c16b4dd5e841,Chumstick Creek O4 L3 Drainage:204km2 AvgFlow:102cfs AvgPrecip:895mm AvgTemp:8C
WECY:45E070,Mission Cr. nr Cashmere,47.5214,-120.4747,DSG=0;STG=1;WTM=3,,,,185.2098;R2506414f952fe041,Mission Creek O4 L3 Drainage:240km2 AvgFlow:82cfs AvgPrecip:376mm AvgTemp:10C
WECY:45F070,Peshastin Cr. @ Green Bridge Rd.,47.5525,-120.6017,DSG=0;STG=1;WTM=3,,,,414.6888;R7368f139412bda41,Peshastin Creek O3 L3 Drainage:351km2 AvgFlow:216cfs AvgPrecip:473mm AvgTemp:9C
WECY:45J070,Nason Cr. nr mouth,47.8003,-120.7153,DSG=0;STG=1;WTM=3,,,,91.4904;R448bf8103501ee41,Nason Creek O4 L3 Drainage:282km2 AvgFlow:391cfs AvgPrecip:891mm AvgTemp:7C
WECY:45K090,White R. nr Plain,47.8747,-120.8692,DSG=0;STG=1;WTM=3,,,,575.4519;R2db26982cd05e241,White River O4 L2 Drainage:381km2 AvgFlow:565cfs AvgPrecip:1210mm AvgTemp:7C
WECY:46B060,Roaring Cr. nr mouth,47.6858,-120.3431,DSG=0;STG=1;WTM=3,,,,583.722;R3789192c2011d041,Roaring Creek O3 L3 Drainage:66km2 AvgFlow:35cfs AvgPrecip:348mm AvgTemp:9C
WECY:46W004,Entiat at Cottonwood,48,-120.6,STG=1;WTM=3,,,,550.0335;R0456be9e90a6ea41,Entiat River O3 L2 Drainage:189km2 AvgFlow:199cfs AvgPrecip:914mm AvgTemp:5C
WECY:46W005,Entiat at Tomie Creek Bridge,48,-120.6,STG=1,,,,550.0335;R0456be9e90a6ea41,Entiat River O3 L2 Drainage:189km2 AvgFlow:199cfs AvgPrecip:914mm AvgTemp:5C
WECY:48F060,Beaver Cr. nr mouth,48.4233,-120.0372,STG=1;WTM=3;DSG=0,,,,211.173;Rd7a310018f81bc41,Beaver Creek O4 L4 Drainage:173km2 AvgFlow:37cfs AvgPrecip:486mm AvgTemp:7C
WECY:48F150,Beaver Cr. blw Lester Rd.,48.1433,-123.1272,STG=1;WTM=3;DSG=0,,,,946.7974;Rd34d9aebd91dd341, O1 L1 Drainage:2km2 AvgFlow:0cfs AvgPrecip:446mm AvgTemp:10C
WECY:49F070,Bonaparte Cr. @ Tonasket,48.7014,-119.4408,DSG=0;STG=1;WTM=3,,,,584.971;Re7fba169829bed41,Bonaparte Creek O3 L3 Drainage:360km2 AvgFlow:17cfs AvgPrecip:313mm AvgTemp:10C
WECY:56A250,Hangman Cr. @ Ramsey St Tekoa,47.2202,-117.075,STG=1;WTM=3;DSG=0,,,,946.2884;Rb072349cf8dde241,Hangman Creek O3 L3 Drainage:338km2 AvgFlow:102cfs AvgPrecip:522mm AvgTemp:8C
WECY:56B200,Rock Cr. @ Hwy 27,47.4533,-117.1425,DSG=0;STG=1;WTM=3,,,,497.5819;R4e622c4211e5e141,Rock Creek O4 L4 Drainage:289km2 AvgFlow:51cfs AvgPrecip:554mm AvgTemp:8C
WECY:56C070,Little Hangman Creek @ Crosby St Tekoa,47.2255,-117.0748,STG=1;WTM=3;DSG=0,,,,148.9273;R8716a5e0ceece741,Little Hangman Creek O4 L4 Drainage:164km2 AvgFlow:30cfs AvgPrecip:530mm AvgTemp:8C
WECY:59A110,Colville R. @ Blue Cr.,48.32,-117.8197,DSG=0;STG=1;WTM=3,,,,541.1745;R508d733bcfbeee41,Colville River O5 L2 Drainage:1048km2 AvgFlow:197cfs AvgPrecip:549mm AvgTemp:8C
WECY:LOOST1,Loon Lake @ Granite Point,48.0333,-117.6056,STG=1,,,,883.0889;Rcba15585118fcd41, O2 L2 Drainage:4km2 AvgFlow:1cfs AvgPrecip:580mm AvgTemp:8C
WECY:SPRAD1,Sprague Lake nr Sprague,47.2803,-118.0239,STG=1,,,,607.2009;R508dab8bfe43eb41, O3 L4 Drainage:748km2 AvgFlow:24cfs AvgPrecip:395mm AvgTemp:9C
