WF\NOOAMAP-.csv
NOOA:BBOW3,Baraboo River AT West Baraboo,43.4708,-89.7594,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BBOW3,,,206.2263;R5839d0913415ea41,Baraboo River O5 L3 Drainage:1459km2 AvgFlow:414cfs AvgPrecip:860mm AvgTemp:7C
NOOA:BCTU1,Big Cottonwood Ck AT Salt Lake City Nr,40.6186,-111.7811,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?bctu1,,,414.1206;R6666d6ae5447c741,Big Cottonwood Creek O3 L5 Drainage:138km2 AvgFlow:81cfs AvgPrecip:640mm AvgTemp:9C
NOOA:BCWU1,Big Cottonwood Ck AT 300 West,40.6811,-111.8997,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?bcwu1,,,22.83;Ra01aefb64957cc41,Big Cottonwood Creek O3 L5 Drainage:211km2 AvgFlow:87cfs AvgPrecip:552mm AvgTemp:10C
NOOA:BDRN4,Delaware River AT Burlington,40.0815,-74.8694,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BDRN4,,,791.7786;R1d5ad4b739acea41,Delaware River O6 L1 Drainage:18600km2 AvgFlow:12836cfs AvgPrecip:1216mm AvgTemp:13C
NOOA:BDYN1,NORTH CHANNEL OF THE PLATTE RIVER NEAR BRADY,41.0192,-100.371,NOOA;HADSMAP,http://water.weather.gov/ahps2/hydrograph.php?gage=BDYN1,,,977.6087;R4c371964f8a1c941, O3 L5 Drainage:139538km2 AvgFlow:0cfs AvgPrecip:542mm AvgTemp:10C
NOOA:BEAI1,Bear AT Alexander At,42.645,-111.6975,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?beai1,,,106.4648;R2731243d8f1fe041,Bear River O6 L4 Drainage:10244km2 AvgFlow:929cfs AvgPrecip:473mm AvgTemp:5C
NOOA:BEAN1,BIG BLUE RIVER AT BEATRICE,40.2561,-96.7464,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BEAN1,,,953.9257;Rc74b1fcc953bd241,Big Blue River O7 L4 Drainage:10103km2 AvgFlow:856cfs AvgPrecip:785mm AvgTemp:11C
NOOA:BEAT2,Neches River AT Beaumont,30.1,-94.1,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BEAT2,,,358.8232;Rba495046241fed41, O1 L2 Drainage:8km2 AvgFlow:11cfs AvgPrecip:1489mm AvgTemp:19C
NOOA:BERO3,AGENCY VALLEY DAM AND BEULAH RESERVOIR NEAR BEULAH 8NW,43.9114,-118.1569,HADSMAP;NOOANW,http://www.nwrfc.noaa.gov/river/station/flowplot/flowplot.cgi?BERO3,,,665.2393;R3789c15b0ebfed41, O1 L5 Drainage:3km2 AvgFlow:0cfs AvgPrecip:326mm AvgTemp:8C
NOOA:BESI1,Bear AT Soda Springs At,42.6139,-111.5828,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?besi1,,,689.556;Rd34dca216c3be841,Bear River O6 L4 Drainage:10081km2 AvgFlow:915cfs AvgPrecip:459mm AvgTemp:5C
NOOA:BETK1,Buckner Creek AT Burdett,38.1625,-99.6425,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BETK1,,,647.1421;R0e2d629a71afc741,Buckner Creek O5 L4 Drainage:2008km2 AvgFlow:45cfs AvgPrecip:580mm AvgTemp:13C
NOOA:BFRI3,East Fork White River AT Bedford,38.8361,-86.5214,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BFRI3,,,345.6125;R9a99dd0ba9e0e741,East Fork White River O6 L5 Drainage:10492km2 AvgFlow:4837cfs AvgPrecip:1161mm AvgTemp:12C
NOOA:BFTN7,Atlantic Coast AT Beaufort Marine Lab,34.7222,-76.6722,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BFTN7,,,563.4755;R355e6e9e7e1aeb41, O1 L2 Drainage:4km2 AvgFlow:3cfs AvgPrecip:1509mm AvgTemp:17C
NOOA:BGDA2,Tanana River AT Big Delta,64.1569,-145.8644,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BGDA2,,,,
NOOA:BGNN6,New York Harbor AT Bergen Point,40.639,-74.1463,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BGNN6,,,,
NOOA:BGPN1,NORTH PLATTE RIVER NEAR BRIDGEPORT 1NNE,41.6767,-103.097,NOOA;HADSMAP,http://water.weather.gov/ahps2/hydrograph.php?gage=BGPN1,,,868.0116;Rf0a7663abd64b841,North Platte River O7 L4 Drainage:63284km2 AvgFlow:1571cfs AvgPrecip:419mm AvgTemp:10C
NOOA:BHBM3,Boston Harbor AT Boston,42.3533,-71.0533,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BHBM3,,,,
NOOA:BIGU1,Big Cottonwood Ck AT Cottonwood Ln,40.6561,-111.8239,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?bigu1,,,518.4414;Ra01aefb64957cc41,Big Cottonwood Creek O3 L5 Drainage:211km2 AvgFlow:87cfs AvgPrecip:552mm AvgTemp:10C
NOOA:BISM2,Chesapeake Bay AT BISHOPS HEAD,38.22,-76.0383,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BISM2,,,,
NOOA:BKBF1,St. Johns River AT Buckman Bridge (I-295),30.1847,-81.6847,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BKBF1,,,885.431;Rc5207c920466e541, O2 L2 Drainage:6km2 AvgFlow:1cfs AvgPrecip:1276mm AvgTemp:21C
NOOA:BKCT2,BAKERS CROSSING NEAR COMSTOCK 19N,29.95,-101.13,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BKCT2,,,996.0672;R60e58081cbf8c541, O1 L3 Drainage:21km2 AvgFlow:4cfs AvgPrecip:511mm AvgTemp:20C
NOOA:BLIM4,River Raisin AT Blissfield,41.8333,-83.8667,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BLIM4,,,892.9639;R560e55983342e741,River Raisin O5 L1 Drainage:1656km2 AvgFlow:551cfs AvgPrecip:886mm AvgTemp:9C
NOOA:BLKI1,Bear River AT Bear Lake Nr Lifton,42.1167,-111.3,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?blki1,,,,
NOOA:BLLA3,Bullard Wash AT,33.3975,-112.3872,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?blla3,,,,
NOOA:BLPK1,Ninnescah River AT Belle Plaine,37.3917,-97.3392,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BLPK1,,,496.0908;Rd7a3d8d92bc1d941,Ninnescah River O6 L3 Drainage:5700km2 AvgFlow:401cfs AvgPrecip:832mm AvgTemp:14C
NOOA:BLTM2,Northwest Branch Patapsco River AT Baltimore/Fort McHenry,39.27,-76.58,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BLTM2,,,312.2281;R0000808f96e1d141, O3 L2 Drainage:169km2 AvgFlow:85cfs AvgPrecip:1137mm AvgTemp:14C
NOOA:BLZI1,Bear Lake Outlet Canal Nr Paris AT,42.2,-111.3431,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?blzi1,,,955.3071;Re926217f8816d241, O4 L6 Drainage:131km2 AvgFlow:37cfs AvgPrecip:334mm AvgTemp:5C
NOOA:BMWA3,Brawley Wash At Milewide Rd AT,32.2481,-111.2439,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?bmwa3,,,834.299;Re926d5d11e61e741,Brawley Wash O5 L5 Drainage:2680km2 AvgFlow:32cfs AvgPrecip:288mm AvgTemp:21C
NOOA:BNGM4,Michigamme River AT Republic,46.3586,-87.9758,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BNGM4,,,983.4486;R2fddeca85897e641,Michigamme River O5 L2 Drainage:698km2 AvgFlow:370cfs AvgPrecip:817mm AvgTemp:4C
NOOA:BOIW3,Turtle Creek AT Beloit,42.498,-89.021,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BOIW3,,,2.6237;R6de753604c9ed341,Turtle Creek O4 L3 Drainage:645km2 AvgFlow:194cfs AvgPrecip:903mm AvgTemp:9C
NOOA:BRDG1,BLUE RIDGE DAM RAIN GUAGE NEAR BLUE RIDGE 3NE,34.8808,-84.2817,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BRDG1,,,843.6251;Rb072a8eb609de241,Toccoa River O4 L5 Drainage:602km2 AvgFlow:661cfs AvgPrecip:1593mm AvgTemp:14C
NOOA:BREV2,James River (VA) AT Bremo Bluff,37.7083,-78.2886,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BREV2,,,425.9319;R9318943b4afbe241,James River O6 L1 Drainage:12992km2 AvgFlow:6210cfs AvgPrecip:1105mm AvgTemp:13C
NOOA:BRGW3,Fox River AT Burlington,42.6797,-88.2712,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BRGW3,,,166.2536;Rf0a79e69ce04de41,Fox River O5 L3 Drainage:1234km2 AvgFlow:353cfs AvgPrecip:875mm AvgTemp:8C
NOOA:BRHC3,Long Island Sound AT Bridgeport Harbor,41.1678,-73.1692,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BRHC3,
NOOA:BRNI1,,44.8333,-116.8667,NOOANW,http://www.nwrfc.noaa.gov/river/station/flowplot/flowplot.cgi?BRNI1,,,,
NOOA:BRNK1,Salt Creek (KS) AT Barnard,39.1903,-98.0397,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BRNK1,,,505.2569;Rd7a318a96c50dd41,Salt Creek O4 L5 Drainage:433km2 AvgFlow:23cfs AvgPrecip:720mm AvgTemp:13C
NOOA:BRNM7,Grand River AT Brunswick,39.4303,-93.1597,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BRNM7,,,824.7246;Rb6f30d5f2edac441,Grand River O7 L3 Drainage:20419km2 AvgFlow:5484cfs AvgPrecip:983mm AvgTemp:12C
NOOA:BSRL1,Atchafalaya River AT Bayou Sorrel Lock,30.13,-91.3225,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BSRL1,,,990.1192;R3789ed923ccee441, O2 L4 Drainage:23km2 AvgFlow:7cfs AvgPrecip:1600mm AvgTemp:20C
NOOA:BTTA2,Koyukuk River AT Bettles,66.9261,-151.5086,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BTTA2,,,,
NOOA:BUDW1,,46.8667,-121.3,NOOANW,http://www.nwrfc.noaa.gov/river/station/flowplot/flowplot.cgi?BUDW1,,,941.7616;Rd9ce77a80492be41, O2 L6 Drainage:8km2 AvgFlow:9cfs AvgPrecip:1270mm AvgTemp:5C
NOOA:BWCA3,Big Wash AT Canada Del Oro,32.4125,-110.9422,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?bwca3,,,66.1263;R448bf05da3b8ef41,Big Wash O4 L5 Drainage:286km2 AvgFlow:6cfs AvgPrecip:346mm AvgTemp:20C
NOOA:BWDT2,Pecan Bayou AT Brownwood,31.73,-98.97,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BWDT2,,,29.5028;R560e71fbde71ed41,Pecan Bayou O5 L2 Drainage:4293km2 AvgFlow:50cfs AvgPrecip:730mm AvgTemp:18C
NOOA:BXTK2,Cumberland River AT Baxter,36.8606,-83.3269,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BXTK2,,,157.5509;R4c37217d2074d941,Cumberland River O4 L3 Drainage:575km2 AvgFlow:407cfs AvgPrecip:1287mm AvgTemp:13C
NOOA:BYML1,Amite River AT Bayou Manchac,30.3478,-90.8969,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BYML1,,,525.6978;R2fdd64cfdcc5bb41,Amite River O6 L2 Drainage:4100km2 AvgFlow:2784cfs AvgPrecip:1639mm AvgTemp:20C
NOOA:BZBM3,Buzzards Bay AT Woods Hole,41.5233,-70.6717,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=BZBM3,,,,
NOOA:CABI1,,48.0833,-116.0667,NOOANW,http://www.nwrfc.noaa.gov/river/station/flowplot/flowplot.cgi?CABI1,,,811.4368;R9cc4f0775e12c341,Clark Fork O8 L1 Drainage:56189km2 AvgFlow:20923cfs AvgPrecip:818mm AvgTemp:7C
NOOA:CALT1,Little Tennessee River AT Calderwood Dam,35.4927,-83.9796,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CALT1,,,941.4541;R8716655e06a3e241,First Creek O1 L5 Drainage:6km2 AvgFlow:5cfs AvgPrecip:1527mm AvgTemp:13C
NOOA:CAMM2,Chesapeake Bay AT Cambridge,38.5733,-76.0683,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CAMM2,,,253.6762;Rbe9f7a896449b341, O1 L2 Drainage:4km2 AvgFlow:2cfs AvgPrecip:1147mm AvgTemp:14C
NOOA:CAPL1,Tide Station AT Calcasieu Pass,29.7681,-93.3428,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CAPL1,,,820.6749;Rcff78bbe95dfe741, O1 L3 Drainage:1km2 AvgFlow:1cfs AvgPrecip:1518mm AvgTemp:20C
NOOA:CASM1,Atlantic Coast AT Portland,43.6511,-70.2356,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CASM1,,,,
NOOA:CBBT2,RIO GRANDE AT COLUMBIA BRIDGE NEAR LAREDO,27.7064,-99.75,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CBBT2,,,569.7217;R355ecaeb38ded941,Rio Grande O8 L1 Drainage:336578km2 AvgFlow:12cfs AvgPrecip:567mm AvgTemp:22C
NOOA:CBBV2,Chesapeake Bay AT Chesapeake Bay Bridge Tunnel,36.9667,-76.1133,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CBBV2,,,,
NOOA:CBTA3,Cave Buttes Dam AT,33.7169,-112.0444,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?cbta3,,,326.3975;Rfca9ed605eb2e041,Cave Creek O4 L9 Drainage:451km2 AvgFlow:11cfs AvgPrecip:266mm AvgTemp:21C
NOOA:CCHV2,Atlantic Coast AT Anheuser Busch Coastal Research Center,37.289,-75.9235,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CCHV2,,,377.1551;R7f6afc662b76e041,Cobb Mill Creek O1 L1 Drainage:5km2 AvgFlow:2cfs AvgPrecip:1139mm AvgTemp:15C
NOOA:CCKO2,Washita River AT Chickasha,35.0856,-97.9597,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CCKO2,,,11.4656;R7368411947bfd941,Washita River O6 L2 Drainage:10783km2 AvgFlow:630cfs AvgPrecip:874mm AvgTemp:16C
NOOA:CCPA3,Canada Del Oro AT Coronado Camp,32.5233,-110.7828,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?ccpa3,,,975.3278;Rf8530759919de941, O1 L7 Drainage:4km2 AvgFlow:0cfs AvgPrecip:717mm AvgTemp:14C
NOOA:CCSA1,Coosa River AT LOGAN MARTIN DAM,33.4333,-86.3333,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CCSA1,,,950.4237;R8716ad268459e941,Coosa River O7 L1 Drainage:20059km2 AvgFlow:13200cfs AvgPrecip:1346mm AvgTemp:17C
NOOA:CCSU1,City Ck AT Salt Lake City Nr,40.7925,-111.8764,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?ccsu1,,,50.5719;Ra8c6e36507f1eb41,City Creek O2 L5 Drainage:46km2 AvgFlow:17cfs AvgPrecip:594mm AvgTemp:10C
NOOA:CCWA3,Clear Ck AT Winslow Nr,34.9694,-110.6444,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?ccwa3,,,327.1627;R7d3f3da0bef3e741,Clear Creek O5 L6 Drainage:1483km2 AvgFlow:106cfs AvgPrecip:206mm AvgTemp:13C
NOOA:CDBA3,Canyon Diablo AT Mouth,35.3,-110.9833,NOOACO,http://www.cbrfc.noaa.gov/station/flowplot/flowplot.cgi?cdba3,,,394.1798;R7593d84df02ca541,Canyon Diablo Wash O5 L6 Drainage:2585km2 AvgFlow:145cfs AvgPrecip:190mm AvgTemp:13C
NOOA:CDET2,Rio Grande AT Candelaria Crossing,30.175,-104.6861,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CDET2,,,824.9109;R448b40a77acee541,Rio Grande O8 L1 Drainage:88514km2 AvgFlow:0cfs AvgPrecip:356mm AvgTemp:18C
NOOA:CEAS1,Congaree River AT Carolina Eastman,33.88,-81.02,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CEAS1,,,271.7463;Rbc74ffae4b3feb41,Congaree River O7 L1 Drainage:20940km2 AvgFlow:9633cfs AvgPrecip:1224mm AvgTemp:18C
NOOA:CENI3,White River (IN) AT Eagle Valley Power Plant,39.4858,-86.4189,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CENI3,,,993.4911;Rac1c6a43a2ceda41,White River O5 L4 Drainage:6392km2 AvgFlow:2702cfs AvgPrecip:1097mm AvgTemp:11C
NOOA:CFVK1,Verdigris River AT Coffeyville,37.0614,-95.6356,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CFVK1,,,841.5001;Rcff75b07f9d0ea41, O2 L4 Drainage:7809km2 AvgFlow:14cfs AvgPrecip:1076mm AvgTemp:14C
NOOA:CHAA2,Chatanika River AT Elliot Hwy Bridge,65.0853,-147.7217,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CHAA2,,,,
NOOA:CHAN7,CHATUGE DAM NEAR HAYNESVILLE 2SE,35.0197,-83.7908,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CHAN7,,,874.473;Rb072f8ca1c27ed41,Hyatt Mill Creek O1 L5 Drainage:9km2 AvgFlow:8cfs AvgPrecip:1475mm AvgTemp:13C
NOOA:CHAO3,,43.345,-124.3217,NOOANW,http://www.nwrfc.noaa.gov/river/station/flowplot/flowplot.cgi?CHAO3,,,407.7012;R3bdf2fe30e07d441,South Slough O3 L2 Drainage:81km2 AvgFlow:100cfs AvgPrecip:1622mm AvgTemp:11C
NOOA:CHAT1,Tennessee River AT Chattanooga,35.0561,-85.3064,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CHAT1,,,244.5048;R42606583acb0d641,Tennessee River O8 L3 Drainage:55139km2 AvgFlow:36698cfs AvgPrecip:1392mm AvgTemp:15C
NOOA:CHCM2,Chesapeake and Delaware Canal AT Chesapeake City,39.5267,-75.81,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CHCM2,,,284.6489;R19040ab84464e041,Back Creek O3 L2 Drainage:29km2 AvgFlow:13cfs AvgPrecip:1137mm AvgTemp:13C
NOOA:CHDS1,THURMOND LAKE AT CLARKS HILLS NEAR MCCORMICK 2SW,33.6631,-82.1897,HADSMAP;NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CHDS1,,,965.3837;R1283c09ee32def41,Savannah River O7 L1 Drainage:15867km2 AvgFlow:9719cfs AvgPrecip:1367mm AvgTemp:16C
NOOA:CHEN7,Little Tennessee River AT CHEOAH DAM,35.4478,-83.9389,NOOA,http://water.weather.gov/ahps2/hydrograph.php?gage=CHEN7,,,542.561;Rbc74fbcc9112d741,Meadow Branch O1 L6 Drainage:2km2 AvgFlow:2cfs AvgPrecip:1527mm AvgTemp:13C
