id,desc,lat,lng,modes,extra,equiv
CDEC:ANH,SAN JOAQUIN RIVER AT ANTIOCH,38.01783,-121.80296,1=E;1=H;25=E;25=H,,,,337.7042;R8fc2b542a48bcf41,San Joaquin River O7 L1 Drainage:107114km2 AvgFlow:6837cfs AvgPrecip:395mm AvgTemp:16C
CDEC:ARC,MAD RIVER NEAR ARCATA,40.90985,-124.06062,20=E;20=H;1=E;1=H,,,,13.1716;R689125a3dd16e141,Mad River O4 L1 Drainage:1259km2 AvgFlow:1351cfs AvgPrecip:1218mm AvgTemp:12C
CDEC:ARD,ARCADE CREEK AT SUNRISE BLVD,38.68400,-121.27100,1=E,,,,58.761;Rdf4fcd47ecb9ea41,Arcade Creek O2 L4 Drainage:13km2 AvgFlow:3cfs AvgPrecip:613mm AvgTemp:17C
CDEC:ARW,ARDEN WAY,38.59600,-121.41300,1=E,,,,895.5445;R5eba59a15b05df41,Strong Ranch Slough O2 L4 Drainage:18km2 AvgFlow:3cfs AvgPrecip:536mm AvgTemp:17C
CDEC:ASS,ARROYO SECO NR SOLEDAD,36.28052,-121.32271,20=E;1=E,,USGS:11152000,,962.6937;R1d5a803d529aec41,Arroyo Seco O5 L2 Drainage:629km2 AvgFlow:189cfs AvgPrecip:440mm AvgTemp:15C
CDEC:AVL,ARROYO VALLE NR LIVERMORE,37.62326,-121.75884,20=E;1=E,,USGS:11176500,,4.674;R9643535680fcd741,Arroyo Valle O4 L3 Drainage:385km2 AvgFlow:26cfs AvgPrecip:473mm AvgTemp:15C
CDEC:AVY,NORTH FORK STANISLAUS NEAR AVERY,38.24389,-120.29000,20=E,,,,995.7005;Rec5148c5f0b3d141,North Fork Stanislaus River O5 L3 Drainage:425km2 AvgFlow:413cfs AvgPrecip:1296mm AvgTemp:12C
CDEC:AWB,AMERICAN RIVER BELOW WATT AVE BRIDGE,38.56700,-121.38700,25=E;25=H,,,,958.416;R6de773bd9462e941, O1 L5 Drainage:2km2 AvgFlow:0cfs AvgPrecip:522mm AvgTemp:17C
CDEC:AWP,AMERICAN RIVER AT WILLIAM B POND PARK,38.59100,-121.33200,25=E,,,,109.6465;Rc976f6676463dc41, O6 L2 Drainage:5019km2 AvgFlow:3857cfs AvgPrecip:528mm AvgTemp:17C
CDEC:B01,19N2E07K04M HARRIS RD NR RICHVALE,39.51177,-121.78798,25=H,,,,,
CDEC:B02,19N2E07K03M HARRIS RD NR RICHVALE,39.51177,-121.78798,25=H,,,,,
CDEC:B03,19N2E07K02M HARRIS RD NR RICHVALE,39.51177,-121.78798,25=H,,,,,
CDEC:B04,20N2E24C01M NELSON RD NR ADOBE RD,39.58127,-121.70258,25=H,,,,838.0125;R2b87c256928eec41, O1 L4 Drainage:4km2 AvgFlow:1cfs AvgPrecip:636mm AvgTemp:17C
CDEC:B05,20N2E24C02M NELSON RD NR ADOBE RD,39.58127,-121.70258,25=H,,,,838.0125;R2b87c256928eec41, O1 L4 Drainage:4km2 AvgFlow:1cfs AvgPrecip:636mm AvgTemp:17C
CDEC:B06,20N2E24C03M NELSON RD NR ADOBE RD,39.58127,-121.70258,25=H,,,,838.0125;R2b87c256928eec41, O1 L4 Drainage:4km2 AvgFlow:1cfs AvgPrecip:636mm AvgTemp:17C
CDEC:B07,21N1E13L04M CHICO UNIV FARM,39.67345,-121.81442,25=H,,,,,
CDEC:B08,21N1E13L03M CHICO UNIV FARM,39.67345,-121.81442,25=H,,,,,
CDEC:B09,21N1E13L02M CHICO UNIV FARM,39.67345,-121.81442,25=H,,,,,
CDEC:BAC,BACON ISLAND AT OLD RIVER,37.96935,-121.57217,1=E;1=H;25=E;25=H,,,,928.8109;R7d3f350bc3969a41,Old River O5 L2 Drainage:37031km2 AvgFlow:4cfs AvgPrecip:358mm AvgTemp:16C
CDEC:BAN,BEAR CANYON CK AT ANDERSON SPRINGS RD,38.77528,-122.68861,1=E;1=H,,,,568.3915;R8b6c27b0822ad241,Bear Canyon Creek O1 L4 Drainage:6km2 AvgFlow:7cfs AvgPrecip:1306mm AvgTemp:14C
CDEC:BAS,SOUTH FORK BATTLE CREEK NEAR MANTON,40.40580,-121.98067,20=E;1=E;25=E,,,,26.0196;R355efa8bd960a841,South Fork Battle Creek O4 L3 Drainage:798km2 AvgFlow:217cfs AvgPrecip:848mm AvgTemp:16C
CDEC:BAT,BATTLE CREEK,40.39821,-122.14639,20=E;20=H;1=E;1=H,,,,19.1202;Rb29def3c652d8641,Battle Creek O5 L2 Drainage:935km2 AvgFlow:517cfs AvgPrecip:736mm AvgTemp:16C
CDEC:BBD,BUTTE CREEK NEAR DE SABLA,39.90020,-121.62531,1=E;1=H,,USGS:11389740,,5.6283;Ra01aeb340acae741,Butte Creek O4 L2 Drainage:261km2 AvgFlow:348cfs AvgPrecip:1651mm AvgTemp:14C
CDEC:BBG,BLACK BUTTE GENERATOR,39.81500,-122.33220,20=E,,,,821.0977;Rc1caa9d257bdd441,Stony Creek O6 L2 Drainage:1932km2 AvgFlow:540cfs AvgPrecip:540mm AvgTemp:17C
CDEC:BBQ,STONEY CK BLW BLACK BUTTE DAM,39.81860,-122.32390,1=E;25=E,,,,967.3829;R0ad703920170e041,Stony Creek O6 L2 Drainage:1919km2 AvgFlow:595cfs AvgPrecip:544mm AvgTemp:17C
CDEC:BBW,BW-12 IMPORT TO BUTTE CREEK,39.88573,-121.61033,20=E;20=H;1=E;1=H;25=E;25=H,,,,,
CDEC:BCC,BLACK CREEK NR COPPEROPOLIS,37.96104,-120.61520,20=E;20=H;1=E;1=H,,,,766.1471;R2db2f1d1a786ec41, O3 L3 Drainage:50km2 AvgFlow:12cfs AvgPrecip:563mm AvgTemp:16C
CDEC:BCD,BUTTE CREEK NR DURHAM,39.67801,-121.77748,20=E;20=H;1=E;1=H;25=E;25=H,,,,41.8589;Rae4755921399eb41,Butte Creek O4 L2 Drainage:397km2 AvgFlow:437cfs AvgPrecip:657mm AvgTemp:17C
CDEC:BCI,BOREL CANAL BLW ISABELLA DAM,35.47560,-118.46920,1=E,,,,950.8844;Rc1ca69e59aa8e841, O1 L8 Drainage:5km2 AvgFlow:0cfs AvgPrecip:310mm AvgTemp:12C
CDEC:BCK,BUTTE CREEK NR CHICO,39.72599,-121.70886,20=E;20=H;1=E;1=H;25=H;25=E,,,,31.1191;R355e7635709fe741,Butte Creek O4 L2 Drainage:391km2 AvgFlow:436cfs AvgPrecip:852mm AvgTemp:16C
CDEC:BCQ,CHOWCHILLA R BLW BUCHANAN DAM,37.21560,-119.99030,1=E;25=E,,,,401.2569;Rcdccc47511a2ea41,Chowchilla River O4 L4 Drainage:609km2 AvgFlow:109cfs AvgPrecip:382mm AvgTemp:17C
CDEC:BCW,BULL CREEK NEAR WEOTT,40.35153,-124.00504,20=E;1=E,,,,159.5384;R1904ae1be7d2e041,Bull Creek O3 L3 Drainage:68km2 AvgFlow:92cfs AvgPrecip:1491mm AvgTemp:13C
CDEC:BDH,BUTTE CK NR DURHAM BLW GORRILL DAM,39.60217,-121.78508,1=E,,,,842.324;R8d9736379982ee41,Butte Creek O4 L2 Drainage:404km2 AvgFlow:437cfs AvgPrecip:643mm AvgTemp:17C
CDEC:BDL,BELDON LANDING,38.18690,-121.97080,1=E;1=H;25=E;25=H,,,,963.7536;R295c87c82b92de41, O1 L2 Drainage:0km2 AvgFlow:0cfs AvgPrecip:0mm AvgTemp:0C
CDEC:BDT,SAN JOAQUIN R AT BRANDT BRIDGE,37.86500,-121.32310,20=E;1=E;25=E,,,,61.1805;R3108fcac1e2bc841,San Joaquin River O7 L1 Drainage:36194km2 AvgFlow:4713cfs AvgPrecip:343mm AvgTemp:16C
CDEC:BDV,BLACK RASCAL DIVERSION,37.33280,-120.39440,1=E;20=E,,,,4.1399;R986e5610dcfae241,Black Rascal Creek O2 L3 Drainage:86km2 AvgFlow:1cfs AvgPrecip:317mm AvgTemp:17C
CDEC:BEN,MOKELUMNE R @ BENSON'S FERRY NR THORNTON,38.25514,-121.44009,1=E;1=H,,,,87.7816;Ree7c67d33e1cd641,Mokelumne River O5 L2 Drainage:2694km2 AvgFlow:573cfs AvgPrecip:435mm AvgTemp:16C
CDEC:BET,BETHEL ISLAND,38.04109,-121.63219,25=E,,,,954.8988;R355e7a6c46e4ea41, O5 L3 Drainage:46415km2 AvgFlow:0cfs AvgPrecip:373mm AvgTemp:16C
CDEC:BGF,BIG CK DIVERSION NR FISH CAMP,37.46944,-119.61417,20=E;1=E,,,,814.7874;Ree7c13266e43ec41,Big Creek O3 L4 Drainage:52km2 AvgFlow:48cfs AvgPrecip:1167mm AvgTemp:11C
CDEC:BIC,BIG CHICO CREEK NEAR CHICO,39.76842,-121.77860,20=E;20=H;1=E;1=H,,,,38.7132;R8716918d4701d641,Big Chico Creek O3 L3 Drainage:192km2 AvgFlow:158cfs AvgPrecip:984mm AvgTemp:17C
CDEC:BJP,BYRON JACKSON PUMPS,38.87000,-121.75300,1=E;1=H,,,,13.5543;R83c0821a4dbde141,Sacramento River O7 L1 Drainage:32076km2 AvgFlow:10349cfs AvgPrecip:496mm AvgTemp:17C
CDEC:BKS,BARKER SLOUGH PUMPING PLANT (KG000000),38.27590,-121.79650,146=H,,,,174.4852;Rb81e31415cb1ed41,Barker Slough O3 L4 Drainage:51km2 AvgFlow:4cfs AvgPrecip:485mm AvgTemp:16C
CDEC:BLL,BLACKLOCK (NE1),38.18010,-121.90690,1=E;1=H;25=E;25=H,,,,998.6461;R1b2f45bb158bd941, O1 L2 Drainage:9km2 AvgFlow:2cfs AvgPrecip:492mm AvgTemp:16C
CDEC:BLP,BLIND POINT,38.03245,-121.71904,25=E,,,,512.7388;Rfa7e6a4071fa8041,San Joaquin River O7 L1 Drainage:106769km2 AvgFlow:6840cfs AvgPrecip:385mm AvgTemp:16C
CDEC:BND,SACRAMENTO RIVER AT BEND BRIDGE,40.28849,-122.18666,20=E;20=H;1=E;1=H;25=H,,,,39.0623;R3f358e1c3478e541,Sacramento River O7 L1 Drainage:21781km2 AvgFlow:13009cfs AvgPrecip:701mm AvgTemp:17C
CDEC:BNF,NORTH FORK BATTLE CREEK NEAR MANTON,40.42433,-121.98695,20=E;20=H;1=E;1=H;25=E;25=H,,,,968.8312;R9318b473ddfbcf41,North Fork Battle Creek O4 L2 Drainage:483km2 AvgFlow:311cfs AvgPrecip:828mm AvgTemp:16C
CDEC:BOS,BOREL CANAL SIPHON,35.59310,-118.50220,20=E,,,,987.9871;Rd122bbd9eeace241, O3 L6 Drainage:5020km2 AvgFlow:0cfs AvgPrecip:300mm AvgTemp:17C
CDEC:BOY,BOYNTON SLOUGH AT SPR TRACKS,38.20520,-122.06220,1=E;25=E,,,,28.8839;R736811d2122ce641,Boynton Slough O1 L2 Drainage:5km2 AvgFlow:1cfs AvgPrecip:521mm AvgTemp:15C
CDEC:BPD,PARROT DIV FROM BUTTE CREEK,39.70890,-121.75419,20=E;20=H;1=E;1=H,,,,497.9186;R79e95ef8b352e041,Comanche Creek O2 L3 Drainage:11km2 AvgFlow:6cfs AvgPrecip:715mm AvgTemp:16C
CDEC:BPG,BEAR RIVER AT PLEASANT GROVE RD,38.98410,-121.48798,20=E;1=E,,,,26.3614;R06810d1961d5da41,Bear River O5 L3 Drainage:760km2 AvgFlow:423cfs AvgPrecip:540mm AvgTemp:17C
CDEC:BRA,SALINAS RIVER NEAR BRADLEY,35.93024,-120.86879,20=E;20=H;1=E;1=H,,,,691.3172;R4260bddd5469ea41,Salinas River O6 L1 Drainage:6564km2 AvgFlow:538cfs AvgPrecip:373mm AvgTemp:16C
CDEC:BRE,BEAR R AT ROLLINS RESERVOIR,39.13300,-120.95300,20=E;20=H;1=E;25=E,,,,582.0283;R39b4746a4b05e941,Bear River O5 L3 Drainage:257km2 AvgFlow:244cfs AvgPrecip:1247mm AvgTemp:14C
CDEC:BRI,VAN DUZEN R NR BRIDGEVILLE AT GRIZZLY CR,40.48042,-123.89088,20=E;20=H;1=E;1=H,,,,657.1232;Re7fbc9d9f6ddc341,Van Duzen River O4 L2 Drainage:570km2 AvgFlow:691cfs AvgPrecip:1458mm AvgTemp:13C
CDEC:BRK,BEAR CK AB HOLSTEN CYN NR RUMSEY,38.95755,-122.34275,20=E;1=E,,,,770.7434;R83c0023c3fcde641,Bear Creek O4 L4 Drainage:244km2 AvgFlow:66cfs AvgPrecip:601mm AvgTemp:16C
CDEC:BRW,BEAR RIVER NEAR WHEATLAND,38.99993,-121.40731,20=E;1=E,,,,37.739;Rb81e4547e918d941,Bear River O5 L3 Drainage:755km2 AvgFlow:423cfs AvgPrecip:541mm AvgTemp:17C
CDEC:BSD,BEAR CK BLW EASTSIDE CANAL,37.25470,-120.71940,1=E;20=E,,,,47.3945;R6f12475f4927e941,Bear Creek O4 L2 Drainage:1073km2 AvgFlow:26cfs AvgPrecip:307mm AvgTemp:17C
CDEC:BSF,SACRAMENTO RIVER AT BALLS FERRY BRIDGE,40.41700,-122.19300,25=H,,,,133.2158;Rf2d21dd6c9bfdb41,Sacramento River O6 L1 Drainage:18149km2 AvgFlow:11910cfs AvgPrecip:732mm AvgTemp:16C
CDEC:BSL,BUTTE SLOUGH NR MERIDIAN,39.17147,-121.90165,20=E;20=H;1=E;1=H,,,,459.8321;R60e5a0bdc33fe741,Butte Slough O2 L4 Drainage:32059km2 AvgFlow:4cfs AvgPrecip:476mm AvgTemp:17C
CDEC:BSO,BUTTE SLOUGH AT OUTFALL GATES,39.19516,-121.93657,1=E;1=H,,,,812.8412;R4a0cfacbc3c0e741,Butte Creek O5 L2 Drainage:32028km2 AvgFlow:644cfs AvgPrecip:469mm AvgTemp:17C
CDEC:BTB,SF BATTLE CK BLW DIV TO COLEMAN CANAL,40.40251,-121.96908,20=H,,,,751.2485;Rb29d171958add341,South Fork Battle Creek O4 L3 Drainage:794km2 AvgFlow:216cfs AvgPrecip:818mm AvgTemp:16C
CDEC:BTC,SACRAMENTO RIVER AT BUTTE CITY,39.45784,-121.99416,20=E;20=H;1=E;1=H,,,,482.1462;Rfed4f85416b1a441,Sacramento River O7 L1 Drainage:30203km2 AvgFlow:16369cfs AvgPrecip:521mm AvgTemp:17C
CDEC:BTG,BUTTE CK AT COLUSA/GRIDLEY RD,39.36180,-121.89266,1=E;1=H,,,,368.9;R52b822501088e241,Butte Creek O5 L2 Drainage:1098km2 AvgFlow:496cfs AvgPrecip:529mm AvgTemp:17C
CDEC:BTW,NF BATTLE CK BLW DIV TO WILDCAT CANAL,40.42040,-121.96123,20=H,,,,559.9387;R60e5809f24f0d741, O1 L3 Drainage:3km2 AvgFlow:2cfs AvgPrecip:823mm AvgTemp:16C
CDEC:BVT,BUENA VISTA PUMPING PLANT,35.16145,-119.34648,146=H,,,,793.7169;Rbc7413dbf486cc41, 
CDEC:BWD,BROWNS CK DIVERSION CANAL NR BASS LAKE,37.28860,-119.51920,1=E,,USGS:11243300,,950.0364;Ree7cbf2d8782d641, O3 L2 Drainage:126km2 AvgFlow:64cfs AvgPrecip:1047mm AvgTemp:13C
CDEC:BYL,BRYTE LAB,38.60010,-121.53954,1=E,,,,109.3017;Rdd24169554ebd641,Sacramento River O7 L1 Drainage:53778km2 AvgFlow:20602cfs AvgPrecip:522mm AvgTemp:17C
CDEC:C13,CAL AQUEDUCT CHECK 13 (KA007089),37.07420,-121.01510,146=H,,,,677.3327;Rdf4f61e2a8f2e541, 
CDEC:C21,CAL AQUEDUCT CHECK 21 (KA017226),36.01420,-119.97690,146=H,,,,743.2935;R4c375917ca34d341,Arroyo Degollado O2 L4 Drainage:4km2 AvgFlow:0cfs AvgPrecip:181mm AvgTemp:18C
CDEC:C29,CAL AQUEDUCT CHECK 29 (KA024454),35.23200,-119.32990,146=H,,,,970.623;R8941fc46690cee41, 
CDEC:C3B,PG&E CONDUIT #3 NR BASS LAKE,37.28920,-119.52890,1=E,,USGS:11243500,,593.3764;R560e2dd1d9869d41, O3 L3 Drainage:69km2 AvgFlow:3cfs AvgPrecip:987mm AvgTemp:14C
CDEC:C41,CAL AQUEDUCT CHECK 41 (KA030341),34.83400,-118.71190,146=H,,,,703.1381;R21b0cab8d649ee41, 
CDEC:C66,CAL AQUEDUCT CHECK 66 (KA040341),34.33600,-117.30360,146=H,,,,889.3081;R52b8ceb760e6d341, O1 L6 Drainage:5km2 AvgFlow:0cfs AvgPrecip:321mm AvgTemp:15C
CDEC:CAN,CANTUA CREEK NEAR CANTUA CREEK,36.40500,-120.43300,1=E,,,,649.6893;Rb29d6f5106d5be41,Cantua Creek O4 L4 Drainage:118km2 AvgFlow:5cfs AvgPrecip:213mm AvgTemp:17C
CDEC:CBD,CHERRY CK BL DION R PH NR MATHER,37.89020,-119.96990,20=E;1=E;25=E,,,,459.8249;Rf2d239e048dce041,Cherry Creek O5 L4 Drainage:591km2 AvgFlow:170cfs AvgPrecip:976mm AvgTemp:13C
CDEC:CBP,CHOWCHILLA BYPASS,36.77400,-120.28500,20=E;20=H;1=E;1=H,,USGS:11253115,,63.7701;R1f85ebb1b523a141,San Joaquin River O5 L1 Drainage:4752km2 AvgFlow:679cfs AvgPrecip:218mm AvgTemp:17C
CDEC:CBR,AMERICAN RIVER AT CHILI BAR,38.77200,-120.81600,20=E;20=H;1=E;1=H,,,,940.9744;Ra4702db6ad86d841, O1 L5 Drainage:2km2 AvgFlow:1cfs AvgPrecip:912mm AvgTemp:15C
CDEC:CBV,CHERRY CK BL VALLEY DAM NR HETCH HETCHY,37.96770,-119.91740,20=E;20=H;1=E;1=H;25=E,,,,925.7036;R964307d41e07e441,Cherry Creek O4 L4 Drainage:297km2 AvgFlow:250cfs AvgPrecip:1156mm AvgTemp:11C
CDEC:CCI,CALLEGUAS CREEK-CSU CHANNEL ISLANDS,34.18000,-119.04000,1=E,,USGS:11106550,,59.9584;Rc74b6f997f95de41,Calleguas Creek O5 L1 Drainage:646km2 AvgFlow:41cfs AvgPrecip:377mm AvgTemp:16C
CDEC:CCK,CANTUA CREEK NEAR MT WHITNEY AVENUE,36.43000,-120.29500,1=E;1=H,,,,115.7975;R295c33c75d86eb41,Governor Edmund G Brown California Aqueduct O1 L4 Drainage:0km2 AvgFlow:0cfs AvgPrecip:0mm AvgTemp:0C
CDEC:CCR,SACRAMENTO RIVER ABOVE CLEAR CK,40.53800,-122.35600,25=H,,,,822.8962;Rcdcca834bd8de341,Sacramento River O6 L1 Drainage:15567km2 AvgFlow:10288cfs AvgPrecip:960mm AvgTemp:17C
CDEC:CCS,CACHE SLOUGH,38.29500,-121.74200,25=H,,,,694.0575;Rcdcc20ea2c05e641,Cache Slough O4 L2 Drainage:385km2 AvgFlow:64cfs AvgPrecip:473mm AvgTemp:16C
CDEC:CCY,CACHE CREEK AT YOLO,38.72663,-121.80715,20=E;20=H;1=E;1=H,,,,20.7472;R9cc4642c1baced41,Cache Creek O6 L3 Drainage:2901km2 AvgFlow:596cfs AvgPrecip:527mm AvgTemp:17C
CDEC:CDM,EF RUSSIAN R BLW COYOTE DAM,39.19750,-123.18640,20=E;1=E;25=E,,,,924.6666;Rec51748d10e6ea41,East Fork Russian River O4 L2 Drainage:270km2 AvgFlow:364cfs AvgPrecip:913mm AvgTemp:15C
CDEC:CDR,COLUSA DRAIN NR HWY 20,39.19551,-122.06052,20=E;20=H;1=E;1=H,,,,857.7933;Rbe9faea610a7e141,Powell Slough O2 L3 Drainage:60km2 AvgFlow:2cfs AvgPrecip:450mm AvgTemp:17C
CDEC:CEI,CHERRY CREEK NEAR EARLY INTAKE,37.89437,-119.96268,20=E;1=E;25=E,,,,38.2244;Rf2d239e048dce041,Cherry Creek O5 L4 Drainage:591km2 AvgFlow:170cfs AvgPrecip:976mm AvgTemp:13C
CDEC:CEM,E FK CARSON R NR MARKLEEVILLE,38.71470,-119.76470,1=E;1=H,,,,892.4742;Rae4751e74c0cc641,East Fork Carson River O5 L4 Drainage:725km2 AvgFlow:539cfs AvgPrecip:651mm AvgTemp:8C
CDEC:CFW,BEAR RIVER AT CAMP FAR WEST DAM,39.05000,-121.31700,20=E;1=E,,,,560.9495;R6de7fbfba168ad41,Bear River O5 L3 Drainage:687km2 AvgFlow:612cfs AvgPrecip:650mm AvgTemp:17C
CDEC:CGV,COSGROVE CK NR VALLEY SPRINGS,38.13610,-120.84720,1=E,,,,996.5246;Ra01acf3db0c2c241,Calaveras River O6 L2 Drainage:998km2 AvgFlow:233cfs AvgPrecip:560mm AvgTemp:16C
CDEC:CHC,CHEROKEE CANAL NR RICHVALE,39.46470,-121.74474,20=E;1=E,,,,,
CDEC:CHT,PAJARO RIVER AT CHITTENDEN,36.90023,-121.59772,20=E;20=H;1=E;1=H,,,,769.2766;Rfed4d8eddfa0c341,Pajaro River O6 L1 Drainage:3074km2 AvgFlow:196cfs AvgPrecip:541mm AvgTemp:15C
CDEC:CIS,OLD RIVER AT CONEY ISLAND,37.84589,-121.53797,1=E;25=E,,,,19.3788;R0e2d8e77591be241,Old River O4 L2 Drainage:36532km2 AvgFlow:1cfs AvgPrecip:330mm AvgTemp:16C
CDEC:CKL,CLEAR LAKE AT LAKEPORT,39.03900,-122.91200,1=E;1=H,,,,988.6483;Rb6f3454f43f0e041, O1 L5 Drainage:2km2 AvgFlow:1cfs AvgPrecip:821mm AvgTemp:14C
CDEC:CLC,CLIFTON COURT,37.82980,-121.55740,146=H,,,,940.7876;R4c3771e363dbef41, O1 L3 Drainage:4km2 AvgFlow:0cfs AvgPrecip:325mm AvgTemp:16C
CDEC:CLL,COLLINSVILLE,38.08300,-121.83300,25=H,,,,298.6633;R79e9a6ad2f7db441, 
CDEC:CLP,STANISLAUS R AT COLLIERVILLE POWERHOUSE,38.14300,-120.37800,25=H,,,,957.2663;R77beeb572a86e041,Stanislaus River O6 L2 Drainage:1620km2 AvgFlow:746cfs AvgPrecip:925mm AvgTemp:15C
CDEC:CLV,RUSSIAN RIVER AT CLOVERDALE,38.87935,-123.05361,20=E;20=H;1=E;1=H,,,,438.1957;R52b8561a4799ec41,Russian River O5 L1 Drainage:1260km2 AvgFlow:880cfs AvgPrecip:1015mm AvgTemp:15C
CDEC:CLW,SACTO R AT COLUSA WEIR (CREST 61.8'),39.23682,-121.99476,20=E;20=H;1=E;1=H,,,,878.6178;R52b86a275f13ec41, O1 L2 Drainage:0km2 AvgFlow:0cfs AvgPrecip:466mm AvgTemp:17C
CDEC:CMF,COSUMNES R MID FORK NR SOMERSET,38.62451,-120.70245,20=E;1=E,,,,432.4489;Rec51e07a9a14e341, O2 L5 Drainage:3km2 AvgFlow:2cfs AvgPrecip:964mm AvgTemp:15C
CDEC:CMK,N FK CALAVERAS R NR MOKELUMNE HILL,38.28190,-120.67010,1=E;1=H,,,,848.4111;R4e62582a22b5d141,North Fork Calaveras River O5 L3 Drainage:198km2 AvgFlow:87cfs AvgPrecip:764mm AvgTemp:16C
CDEC:CML,CARMEL RIVER NEAR CARMEL,36.53900,-121.87400,1=E,,,,470.8967;R77bedf2857ebb641,Carmel River O5 L1 Drainage:621km2 AvgFlow:114cfs AvgPrecip:484mm AvgTemp:14C
CDEC:CMR,CARMEL RIVER AT HWY 1 BRIDGE,36.53600,-121.91100,1=E,,,,662.5609;R04560e7c95628341,Carmel River O5 L1 Drainage:656km2 AvgFlow:113cfs AvgPrecip:437mm AvgTemp:13C
CDEC:CNF,COSUMNES R N FORK NR EL DORADO,38.58903,-120.84449,20=E;1=E,,,,954.8243;R5839dc14b05fde41,North Fork Cosumnes River O5 L3 Drainage:528km2 AvgFlow:264cfs AvgPrecip:829mm AvgTemp:16C
